Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method
UFC 102: Couture vs Nogueira,"September 16, 2009",Heavyweight,Todd Duffee,Tim Hague,Todd Duffee,KO/TKOPunch,1,0:07,http://ufcstats.com/fight-details/fa0d393a452c0809,http://ufcstats.com/event-details/c6a33ff198aaaeeb,KO
UFC 102: Couture vs Nogueira,"September 16, 2009",Middleweight,Mark Munoz,Nick Catone,Mark Munoz,S-DEC,3,5:00,http://ufcstats.com/fight-details/fd292c2a587bb2f5,http://ufcstats.com/event-details/c6a33ff198aaaeeb,DEC
UFC 102: Couture vs Nogueira,"September 16, 2009",Lightweight,Evan Dunham,Marcus Aurelio,Evan Dunham,S-DEC,3,5:00,http://ufcstats.com/fight-details/b0958ed411ae9675,http://ufcstats.com/event-details/c6a33ff198aaaeeb,DEC
UFC 101: Declaration,"August 29, 2009",Lightweight,BJ Penn,Kenny Florian,BJ Penn,SUBRear Naked Choke,4,3:54,http://ufcstats.com/fight-details/73a4a092c1850b57,http://ufcstats.com/event-details/48d1f690b763934c,SUB
UFC 101: Declaration,"August 29, 2009",Light Heavyweight,Anderson Silva,Forrest Griffin,Anderson Silva,KO/TKOPunch,1,3:23,http://ufcstats.com/fight-details/de495aa2ec1f1e91,http://ufcstats.com/event-details/48d1f690b763934c,KO
UFC 101: Declaration,"August 29, 2009",Lightweight,Aaron Riley,Shane Nelson,Aaron Riley,U-DEC,3,5:00,http://ufcstats.com/fight-details/6a61d45818534b19,http://ufcstats.com/event-details/48d1f690b763934c,DEC
UFC 101: Declaration,"August 29, 2009",Welterweight,Johny Hendricks,Amir Sadollah,Johny Hendricks,KO/TKOPunches,1,0:29,http://ufcstats.com/fight-details/28037f9be7e0781a,http://ufcstats.com/event-details/48d1f690b763934c,KO
UFC 101: Declaration,"August 29, 2009",Middleweight,Ricardo Almeida,Kendall Grove,Ricardo Almeida,U-DEC,3,5:00,http://ufcstats.com/fight-details/a9dc59e90779c1e3,http://ufcstats.com/event-details/48d1f690b763934c,DEC
UFC 101: Declaration,"August 29, 2009",Lightweight,Kurt Pellegrino,Josh Neer,Kurt Pellegrino,U-DEC,3,5:00,http://ufcstats.com/fight-details/b71f07f052d0a48b,http://ufcstats.com/event-details/48d1f690b763934c,DEC
UFC 101: Declaration,"August 29, 2009",Welterweight,John Howard,Tamdan McCrory,John Howard,S-DEC,3,5:00,http://ufcstats.com/fight-details/ef6a0ee848382391,http://ufcstats.com/event-details/48d1f690b763934c,DEC
UFC 101: Declaration,"August 29, 2009",Middleweight,Alessio Sakara,Thales Leites,Alessio Sakara,S-DEC,3,5:00,http://ufcstats.com/fight-details/faec13fd40b6d797,http://ufcstats.com/event-details/48d1f690b763934c,DEC
UFC 101: Declaration,"August 29, 2009",Welterweight,Matthew Riddle,Dan Cramer,Matthew Riddle,U-DEC,3,5:00,http://ufcstats.com/fight-details/5a8c92dfbb16d26f,http://ufcstats.com/event-details/48d1f690b763934c,DEC
UFC 101: Declaration,"August 29, 2009",Lightweight,George Sotiropoulos,George Roop,George Sotiropoulos,SUBKimura,2,1:59,http://ufcstats.com/fight-details/8ead66bc1678519b,http://ufcstats.com/event-details/48d1f690b763934c,SUB
UFC 101: Declaration,"August 29, 2009",Welterweight,Jesse Lennox,Danillo Villefort,Jesse Lennox,KO/TKO,3,3:37,http://ufcstats.com/fight-details/ea9edb20f527b49e,http://ufcstats.com/event-details/48d1f690b763934c,KO
UFC 100,"August 08, 2009",Welterweight,Jon Fitch,Paulo Thiago,Jon Fitch,U-DEC,3,5:00,http://ufcstats.com/fight-details/55833bf5054126e2,http://ufcstats.com/event-details/0ee783aa00e468f0,DEC
UFC 100,"August 08, 2009",Heavyweight,Brock Lesnar,Frank Mir,Brock Lesnar,KO/TKOPunches,2,1:48,http://ufcstats.com/fight-details/8df2751dcbfa0fa2,http://ufcstats.com/event-details/0ee783aa00e468f0,KO
UFC 100,"August 08, 2009",Welterweight,Georges St-Pierre,Thiago Alves,Georges St-Pierre,U-DEC,5,5:00,http://ufcstats.com/fight-details/b0dfb313364a7c80,http://ufcstats.com/event-details/0ee783aa00e468f0,DEC
UFC 100,"August 08, 2009",Middleweight,Dan Henderson,Michael Bisping,Dan Henderson,KO/TKOPunch,2,3:20,http://ufcstats.com/fight-details/6d1093a1c31dab94,http://ufcstats.com/event-details/0ee783aa00e468f0,KO
UFC 100,"August 08, 2009",Middleweight,Yoshihiro Akiyama,Alan Belcher,Yoshihiro Akiyama,S-DEC,3,5:00,http://ufcstats.com/fight-details/15705df8ba8dcbe1,http://ufcstats.com/event-details/0ee783aa00e468f0,DEC
UFC 100,"August 08, 2009",Light Heavyweight,Mark Coleman,Stephan Bonnar,Mark Coleman,U-DEC,3,5:00,http://ufcstats.com/fight-details/f885b95dbb354e3d,http://ufcstats.com/event-details/0ee783aa00e468f0,DEC
UFC 100,"August 08, 2009",Lightweight,Jim Miller,Mac Danzig,Jim Miller,U-DEC,3,5:00,http://ufcstats.com/fight-details/d9c3d7b09d8df3e4,http://ufcstats.com/event-details/0ee783aa00e468f0,DEC
UFC 100,"August 08, 2009",Light Heavyweight,Jon Jones,Jake O'Brien,Jon Jones,SUBGuillotine Choke,2,2:43,http://ufcstats.com/fight-details/6f6158830b01ea27,http://ufcstats.com/event-details/0ee783aa00e468f0,SUB
UFC 100,"August 08, 2009",Welterweight,Dong Hyun Kim,TJ Grant,Dong Hyun Kim,U-DEC,3,5:00,http://ufcstats.com/fight-details/b6234bf015c80fc5,http://ufcstats.com/event-details/0ee783aa00e468f0,DEC
UFC 100,"August 08, 2009",Middleweight,Tom Lawlor,CB Dollaway,Tom Lawlor,SUBGuillotine Choke,1,0:55,http://ufcstats.com/fight-details/f8896b43f4ecf861,http://ufcstats.com/event-details/0ee783aa00e468f0,SUB
UFC 100,"August 08, 2009",Lightweight,Shannon Gugerty,Matt Grice,Shannon Gugerty,SUBGuillotine Choke,1,2:36,http://ufcstats.com/fight-details/55bcf58be822d115,http://ufcstats.com/event-details/0ee783aa00e468f0,SUB
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Lightweight,Diego Sanchez,Clay Guida,Diego Sanchez,S-DEC,3,5:00,http://ufcstats.com/fight-details/468d6da7f097e449,http://ufcstats.com/event-details/4908c5ee68a50ee5,DEC
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Welterweight,James Wilks,DaMarques Johnson,James Wilks,SUBRear Naked Choke,1,4:54,http://ufcstats.com/fight-details/036bb5b335e93ca8,http://ufcstats.com/event-details/4908c5ee68a50ee5,SUB
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Welterweight,Chris Lytle,Kevin Burns,Chris Lytle,U-DEC,3,5:00,http://ufcstats.com/fight-details/4ae231bd909ceddc,http://ufcstats.com/event-details/4908c5ee68a50ee5,DEC
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Lightweight,Ross Pearson,Andre Winner,Ross Pearson,U-DEC,3,5:00,http://ufcstats.com/fight-details/1d30430af5257347,http://ufcstats.com/event-details/4908c5ee68a50ee5,DEC
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Lightweight,Joe Stevenson,Nate Diaz,Joe Stevenson,U-DEC,3,5:00,http://ufcstats.com/fight-details/11871325db7a13ec,http://ufcstats.com/event-details/4908c5ee68a50ee5,DEC
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Lightweight,Melvin Guillard,Gleison Tibau,Melvin Guillard,S-DEC,3,5:00,http://ufcstats.com/fight-details/a5a5e24f4dd40fbf,http://ufcstats.com/event-details/4908c5ee68a50ee5,DEC
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Welterweight,Brad Blackburn,Edgar Garcia,Brad Blackburn,S-DEC,3,5:00,http://ufcstats.com/fight-details/08c5dcd426dea606,http://ufcstats.com/event-details/4908c5ee68a50ee5,DEC
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Light Heavyweight,Tomasz Drwal,Mike Ciesnolevicz,Tomasz Drwal,KO/TKOKnee,1,4:48,http://ufcstats.com/fight-details/0486ad62f7dfd11e,http://ufcstats.com/event-details/4908c5ee68a50ee5,KO
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Welterweight,Nick Osipczak,Frank Lester,Nick Osipczak,SUBRear Naked Choke,1,3:40,http://ufcstats.com/fight-details/707d6023b8723c5d,http://ufcstats.com/event-details/4908c5ee68a50ee5,SUB
The Ultimate Fighter: United States vs. United Kingdom Finale,"July 11, 2009",Lightweight,Jason Dent,Cameron Dollar,Jason Dent,SUBAnaconda Choke,1,4:46,http://ufcstats.com/fight-details/43712d71cec9bde6,http://ufcstats.com/event-details/4908c5ee68a50ee5,SUB
UFC 99: The Comeback,"June 20, 2009",Catch Weight,Rich Franklin,Wanderlei Silva,Rich Franklin,U-DEC,3,5:00,http://ufcstats.com/fight-details/fcf3b0d21df10f56,http://ufcstats.com/event-details/cb6783c39c01d896,DEC
UFC 99: The Comeback,"June 20, 2009",Heavyweight,Cain Velasquez,Cheick Kongo,Cain Velasquez,U-DEC,3,5:00,http://ufcstats.com/fight-details/09e7db36cd72bf61,http://ufcstats.com/event-details/cb6783c39c01d896,DEC
UFC 99: The Comeback,"June 20, 2009",Heavyweight,Mirko Filipovic,Mostapha Al-Turk,Mirko Filipovic,KO/TKOPunches,1,3:06,http://ufcstats.com/fight-details/3b44d0179f94726c,http://ufcstats.com/event-details/cb6783c39c01d896,KO
UFC 99: The Comeback,"June 20, 2009",Welterweight,Mike Swick,Ben Saunders,Mike Swick,KO/TKOPunches,2,3:47,http://ufcstats.com/fight-details/df28f8cb5a12ec8e,http://ufcstats.com/event-details/cb6783c39c01d896,KO
UFC 99: The Comeback,"June 20, 2009",Lightweight,Spencer Fisher,Caol Uno,Spencer Fisher,U-DEC,3,5:00,http://ufcstats.com/fight-details/cfacff39c9f3b2f9,http://ufcstats.com/event-details/cb6783c39c01d896,DEC
UFC 99: The Comeback,"June 20, 2009",Welterweight,Dan Hardy,Marcus Davis,Dan Hardy,S-DEC,3,5:00,http://ufcstats.com/fight-details/11ca5d09db47708b,http://ufcstats.com/event-details/cb6783c39c01d896,DEC
UFC 99: The Comeback,"June 20, 2009",Lightweight,Terry Etim,Justin Buchholz,Terry Etim,SUBD'Arce Choke,2,2:38,http://ufcstats.com/fight-details/0d09e95e85efad69,http://ufcstats.com/event-details/cb6783c39c01d896,SUB
UFC 99: The Comeback,"June 20, 2009",Lightweight,Dennis Siver,Dale Hartt,Dennis Siver,SUBRear Naked Choke,1,3:23,http://ufcstats.com/fight-details/bb0794053766a866,http://ufcstats.com/event-details/cb6783c39c01d896,SUB
UFC 99: The Comeback,"June 20, 2009",Welterweight,Paul Taylor,Peter Sobotta,Paul Taylor,U-DEC,3,5:00,http://ufcstats.com/fight-details/83314e1ed6f7d94e,http://ufcstats.com/event-details/cb6783c39c01d896,DEC
UFC 99: The Comeback,"June 20, 2009",Lightweight,Paul Kelly,Rolando Delgado,Paul Kelly,U-DEC,3,5:00,http://ufcstats.com/fight-details/cd45a78028039f53,http://ufcstats.com/event-details/cb6783c39c01d896,DEC
UFC 99: The Comeback,"June 20, 2009",Heavyweight,Stefan Struve,Denis Stojnic,Stefan Struve,SUBRear Naked Choke,2,2:37,http://ufcstats.com/fight-details/440936f9db783997,http://ufcstats.com/event-details/cb6783c39c01d896,SUB
UFC 99: The Comeback,"June 20, 2009",Welterweight,John Hathaway,Rick Story,John Hathaway,U-DEC,3,5:00,http://ufcstats.com/fight-details/f25d324841223f26,http://ufcstats.com/event-details/cb6783c39c01d896,DEC
UFC 98: Evans vs Machida,"June 13, 2009",Light Heavyweight,Lyoto Machida,Rashad Evans,Lyoto Machida,KO/TKOPunch,2,3:57,http://ufcstats.com/fight-details/15750dc75b7426f3,http://ufcstats.com/event-details/c4b6099f0d25f75e,KO
UFC 98: Evans vs Machida,"June 13, 2009",Welterweight,Matt Hughes,Matt Serra,Matt Hughes,U-DEC,3,5:00,http://ufcstats.com/fight-details/d1e144ce44599f3a,http://ufcstats.com/event-details/c4b6099f0d25f75e,DEC
UFC 98: Evans vs Machida,"June 13, 2009",Middleweight,Drew McFedries,Xavier Foupa-Pokam,Drew McFedries,KO/TKOPunches,1,0:37,http://ufcstats.com/fight-details/62fbd9d089a9a306,http://ufcstats.com/event-details/c4b6099f0d25f75e,KO
UFC 98: Evans vs Machida,"June 13, 2009",Middleweight,Chael Sonnen,Dan Miller,Chael Sonnen,U-DEC,3,5:00,http://ufcstats.com/fight-details/1e87e0e4da55c92f,http://ufcstats.com/event-details/c4b6099f0d25f75e,DEC
UFC 98: Evans vs Machida,"June 13, 2009",Lightweight,Frankie Edgar,Sean Sherk,Frankie Edgar,U-DEC,3,5:00,http://ufcstats.com/fight-details/eb23f3574b656624,http://ufcstats.com/event-details/c4b6099f0d25f75e,DEC
UFC 98: Evans vs Machida,"June 13, 2009",Welterweight,Brock Larson,Mike Pyle,Brock Larson,SUBArm Triangle,1,3:06,http://ufcstats.com/fight-details/b9be472f456cac79,http://ufcstats.com/event-details/c4b6099f0d25f75e,SUB
UFC 98: Evans vs Machida,"June 13, 2009",Heavyweight,Tim Hague,Pat Barry,Tim Hague,SUBGuillotine Choke,1,1:42,http://ufcstats.com/fight-details/f1423b63d81c88ea,http://ufcstats.com/event-details/c4b6099f0d25f75e,SUB
UFC 98: Evans vs Machida,"June 13, 2009",Lightweight,Kyle Bradley,Phillipe Nover,Kyle Bradley,KO/TKOPunches,1,1:03,http://ufcstats.com/fight-details/b4bf090eb5c57903,http://ufcstats.com/event-details/c4b6099f0d25f75e,KO
UFC 98: Evans vs Machida,"June 13, 2009",Light Heavyweight,Krzysztof Soszynski,Andre Gusmao,Krzysztof Soszynski,KO/TKOPunch,1,3:17,http://ufcstats.com/fight-details/dd400f38c483f629,http://ufcstats.com/event-details/c4b6099f0d25f75e,KO
UFC 98: Evans vs Machida,"June 13, 2009",Welterweight,Yoshiyuki Yoshida,Brandon Wolff,Yoshiyuki Yoshida,SUBGuillotine Choke,1,2:24,http://ufcstats.com/fight-details/54d14f98d4a83def,http://ufcstats.com/event-details/c4b6099f0d25f75e,SUB
UFC 98: Evans vs Machida,"June 13, 2009",Lightweight,George Roop,David Kaplan,George Roop,S-DEC,3,5:00,http://ufcstats.com/fight-details/5060770f197e2147,http://ufcstats.com/event-details/c4b6099f0d25f75e,DEC
UFC 97: Redemption,"May 23, 2009",Middleweight,Anderson Silva,Thales Leites,Anderson Silva,U-DEC,5,5:00,http://ufcstats.com/fight-details/7291a111058dbf0e,http://ufcstats.com/event-details/1652f3213655b935,DEC
UFC 97: Redemption,"May 23, 2009",Lightweight,Sam Stout,Matt Wiman,Sam Stout,U-DEC,3,5:00,http://ufcstats.com/fight-details/de84ebe3b8cb8cd3,http://ufcstats.com/event-details/1652f3213655b935,DEC
UFC 97: Redemption,"May 23, 2009",Light Heavyweight,Mauricio Rua,Chuck Liddell,Mauricio Rua,KO/TKOPunch,1,4:28,http://ufcstats.com/fight-details/d29dd21d8881a0e0,http://ufcstats.com/event-details/1652f3213655b935,KO
UFC 97: Redemption,"May 23, 2009",Light Heavyweight,Krzysztof Soszynski,Brian Stann,Krzysztof Soszynski,SUBKimura,1,3:53,http://ufcstats.com/fight-details/1f64e532f942ef57,http://ufcstats.com/event-details/1652f3213655b935,SUB
UFC 97: Redemption,"May 23, 2009",Heavyweight,Cheick Kongo,Antoni Hardonk,Cheick Kongo,KO/TKOPunches,2,2:29,http://ufcstats.com/fight-details/bcba81de8f082768,http://ufcstats.com/event-details/1652f3213655b935,KO
UFC 97: Redemption,"May 23, 2009",Light Heavyweight,Luiz Cane,Steve Cantwell,Luiz Cane,U-DEC,3,5:00,http://ufcstats.com/fight-details/0bf025d86cc2a409,http://ufcstats.com/event-details/1652f3213655b935,DEC
UFC 97: Redemption,"May 23, 2009",Middleweight,Denis Kang,Xavier Foupa-Pokam,Denis Kang,U-DEC,3,5:00,http://ufcstats.com/fight-details/154da5e0d8541508,http://ufcstats.com/event-details/1652f3213655b935,DEC
UFC 97: Redemption,"May 23, 2009",Middleweight,Nate Quarry,Jason MacDonald,Nate Quarry,KO/TKOElbows,1,2:27,http://ufcstats.com/fight-details/793432d042384a02,http://ufcstats.com/event-details/1652f3213655b935,KO
UFC 97: Redemption,"May 23, 2009",Middleweight,Ed Herman,David Loiseau,Ed Herman,U-DEC,3,5:00,http://ufcstats.com/fight-details/06142a1de3bbae75,http://ufcstats.com/event-details/1652f3213655b935,DEC
UFC 97: Redemption,"May 23, 2009",Lightweight,Mark Bocek,David Bielkheden,Mark Bocek,SUBRear Naked Choke,1,4:57,http://ufcstats.com/fight-details/bdb62b661d033fe2,http://ufcstats.com/event-details/1652f3213655b935,SUB
UFC 97: Redemption,"May 23, 2009",Welterweight,TJ Grant,Ryo Chonan,TJ Grant,S-DEC,3,5:00,http://ufcstats.com/fight-details/226de3e7e71f2b4f,http://ufcstats.com/event-details/1652f3213655b935,DEC
UFC 97: Redemption,"May 23, 2009",Light Heavyweight,Eliot Marshall,Vinny Magalhaes,Eliot Marshall,U-DEC,3,5:00,http://ufcstats.com/fight-details/c6a5ed1127cbc9b9,http://ufcstats.com/event-details/1652f3213655b935,DEC
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Welterweight,Martin Kampmann,Carlos Condit,Martin Kampmann,S-DEC,3,5:00,http://ufcstats.com/fight-details/ae68274ab6f78cd8,http://ufcstats.com/event-details/04d5718ed2661e8c,DEC
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Light Heavyweight,Ryan Bader,Carmelo Marrero,Ryan Bader,U-DEC,3,5:00,http://ufcstats.com/fight-details/a7d42315236560e9,http://ufcstats.com/event-details/04d5718ed2661e8c,DEC
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Lightweight,Tyson Griffin,Rafael Dos Anjos,Tyson Griffin,U-DEC,3,5:00,http://ufcstats.com/fight-details/f1100f1bc6cbb351,http://ufcstats.com/event-details/04d5718ed2661e8c,DEC
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Lightweight,Cole Miller,Junie Browning,Cole Miller,SUBGuillotine Choke,1,1:58,http://ufcstats.com/fight-details/33e576af1d064e4e,http://ufcstats.com/event-details/04d5718ed2661e8c,SUB
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Lightweight,Gleison Tibau,Jeremy Stephens,Gleison Tibau,U-DEC,3,5:00,http://ufcstats.com/fight-details/9c7a67ce1d6a01f9,http://ufcstats.com/event-details/04d5718ed2661e8c,DEC
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Middleweight,Ricardo Almeida,Matt Horwich,Ricardo Almeida,U-DEC,3,5:00,http://ufcstats.com/fight-details/4b9203b86f0aa870,http://ufcstats.com/event-details/04d5718ed2661e8c,DEC
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Welterweight,Brock Larson,Jesse Sanders,Brock Larson,SUBRear Naked Choke,1,2:01,http://ufcstats.com/fight-details/47e17513aae45a95,http://ufcstats.com/event-details/04d5718ed2661e8c,SUB
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Middleweight,Tim Credeur,Nick Catone,Tim Credeur,SUBGuillotine Choke,2,3:45,http://ufcstats.com/fight-details/c642640db89fb033,http://ufcstats.com/event-details/04d5718ed2661e8c,SUB
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Middleweight,Jorge Rivera,Nissen Osterneck,Jorge Rivera,S-DEC,3,5:00,http://ufcstats.com/fight-details/4cffb137402f7bb0,http://ufcstats.com/event-details/04d5718ed2661e8c,DEC
UFC Fight Night: Condit vs Kampmann,"April 18, 2009",Middleweight,Rob Kimmons,Joe Vedepo,Rob Kimmons,SUBGuillotine Choke,1,1:54,http://ufcstats.com/fight-details/a561360edf66ee6f,http://ufcstats.com/event-details/04d5718ed2661e8c,SUB
