Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Bantamweight,Merab Dvalishvili,Sean O'Malley,Merab Dvalishvili,U-DEC,5,5:00,http://ufcstats.com/fight-details/3146e5a47a922976,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Women's Flyweight,Valentina Shevchenko,Alexa Grasso,Valentina Shevchenko,U-DEC,5,5:00,http://ufcstats.com/fight-details/6f83cfae0c800ef8,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Featherweight,Diego Lopes,Brian Ortega,Diego Lopes,U-DEC,3,5:00,http://ufcstats.com/fight-details/2335e75ce63805b6,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Lightweight,Esteban Ribovics,Daniel Zellhuber,Esteban Ribovics,S-DEC,3,5:00,http://ufcstats.com/fight-details/27d98a8ee6608e27,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Flyweight,Ronaldo Rodriguez,Ode Osbourne,Ronaldo Rodriguez,U-DEC,3,5:00,http://ufcstats.com/fight-details/78b506e5092a27fd,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Women's Bantamweight,Norma Dumont,Irene Aldana,Norma Dumont,U-DEC,3,5:00,http://ufcstats.com/fight-details/2397e2a92710705a,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Lightweight,Ignacio Bahamondes,Manuel Torres,Ignacio Bahamondes,KO/TKOPunch,1,4:02,http://ufcstats.com/fight-details/3733d100f7bd5590,http://ufcstats.com/event-details/0c01568b1ac77bff,KO
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Women's Strawweight,Ketlen Souza,Yazmin Jauregui,Ketlen Souza,SUBRear Naked Choke,1,3:02,http://ufcstats.com/fight-details/c60a317c7767abb7,http://ufcstats.com/event-details/0c01568b1ac77bff,SUB
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Flyweight,Joshua Van,Edgar Chairez,Joshua Van,U-DEC,3,5:00,http://ufcstats.com/fight-details/dae8ad2e03aa4a9a,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC 306: Riyadh Season Noche UFC,"September 28, 2024",Bantamweight,Raul Rosas Jr.,Aoriqileng,Raul Rosas Jr.,U-DEC,3,5:00,http://ufcstats.com/fight-details/3cdc6fea724be133,http://ufcstats.com/event-details/0c01568b1ac77bff,DEC
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Welterweight,Sean Brady,Gilbert Burns,Sean Brady,U-DEC,5,5:00,http://ufcstats.com/fight-details/ee9ade72b44dfa06,http://ufcstats.com/event-details/ee0b69e307c857e5,DEC
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Women's Flyweight,Natalia Silva,Jessica Andrade,Natalia Silva,U-DEC,3,5:00,http://ufcstats.com/fight-details/bcfaf1dd78f12f97,http://ufcstats.com/event-details/ee0b69e307c857e5,DEC
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Featherweight,Steve Garcia,Kyle Nelson,Steve Garcia,KO/TKOElbows,1,3:59,http://ufcstats.com/fight-details/453e6f2665c85fd7,http://ufcstats.com/event-details/ee0b69e307c857e5,KO
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Bantamweight,Cody Durden,Matt Schnell,Cody Durden,SUBGuillotine Choke,2,0:29,http://ufcstats.com/fight-details/fe59646ebad8b6e4,http://ufcstats.com/event-details/ee0b69e307c857e5,SUB
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Lightweight,Yanal Ashmouz,Trevor Peek,Yanal Ashmouz,U-DEC,3,5:00,http://ufcstats.com/fight-details/75fa9c0bb31caaa3,http://ufcstats.com/event-details/ee0b69e307c857e5,DEC
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Lightweight,Chris Padilla,Rongzhu,Chris Padilla,KO/TKO,2,4:14,http://ufcstats.com/fight-details/b80c6eba11c54778,http://ufcstats.com/event-details/ee0b69e307c857e5,KO
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Featherweight,Isaac Dulgarian,Brendon Marotte,Isaac Dulgarian,SUBArm Triangle,2,4:19,http://ufcstats.com/fight-details/abfd5ac6cf186d8a,http://ufcstats.com/event-details/ee0b69e307c857e5,SUB
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Flyweight,Andre Lima,Felipe dos Santos,Andre Lima,U-DEC,3,5:00,http://ufcstats.com/fight-details/69bde5bae0d6ec4f,http://ufcstats.com/event-details/ee0b69e307c857e5,DEC
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Featherweight,Gabriel Santos,Yizha,Gabriel Santos,U-DEC,3,5:00,http://ufcstats.com/fight-details/6e9876d2be2bbd02,http://ufcstats.com/event-details/ee0b69e307c857e5,DEC
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Women's Strawweight,Jaqueline Amorim,Vanessa Demopoulos,Jaqueline Amorim,SUBArmbar,1,3:28,http://ufcstats.com/fight-details/f1613b372748c8bb,http://ufcstats.com/event-details/ee0b69e307c857e5,SUB
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Middleweight,Andre Petroski,Dylan Budka,Andre Petroski,U-DEC,3,5:00,http://ufcstats.com/fight-details/f734b497add754af,http://ufcstats.com/event-details/ee0b69e307c857e5,DEC
UFC Fight Night: Burns vs. Brady,"September 14, 2024",Featherweight,Nathan Fletcher,Zygimantas Ramaska,Nathan Fletcher,SUBArm Triangle,2,1:14,http://ufcstats.com/fight-details/0c418b9cdfd525c9,http://ufcstats.com/event-details/ee0b69e307c857e5,SUB
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Middleweight,Caio Borralho,Jared Cannonier,Caio Borralho,U-DEC,5,5:00,http://ufcstats.com/fight-details/15805ae1eea3343e,http://ufcstats.com/event-details/be8ad887e4d674b0,DEC
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Women's Strawweight,Tabatha Ricci,Angela Hill,Tabatha Ricci,U-DEC,3,5:00,http://ufcstats.com/fight-details/70afe9e0d2422252,http://ufcstats.com/event-details/be8ad887e4d674b0,DEC
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Middleweight,Ryan Loder,Robert Valentin,Ryan Loder,KO/TKOElbows,2,1:49,http://ufcstats.com/fight-details/5c5523a6bf83e44f,http://ufcstats.com/event-details/be8ad887e4d674b0,KO
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Featherweight,Mairon Santos,Kaan Ofli,Mairon Santos,KO/TKOPunch,2,1:30,http://ufcstats.com/fight-details/bad06a5380d762b8,http://ufcstats.com/event-details/be8ad887e4d674b0,KO
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Welterweight,Michael Morales,Neil Magny,Michael Morales,KO/TKOPunches,1,4:39,http://ufcstats.com/fight-details/ae50a1a655b1a8f6,http://ufcstats.com/event-details/be8ad887e4d674b0,KO
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Middleweight,Gerald Meerschaert,Edmen Shahbazyan,Gerald Meerschaert,SUBArm Triangle,2,4:12,http://ufcstats.com/fight-details/2cbd53e43d3f606b,http://ufcstats.com/event-details/be8ad887e4d674b0,SUB
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Lightweight,Francis Marshall,Dennis Buzukja,Francis Marshall,S-DEC,3,5:00,http://ufcstats.com/fight-details/560f1e26c2a6690a,http://ufcstats.com/event-details/be8ad887e4d674b0,DEC
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Middleweight,Zachary Reese,Jose Daniel Medina,Zachary Reese,U-DEC,3,5:00,http://ufcstats.com/fight-details/d2caa1ddb9de7481,http://ufcstats.com/event-details/be8ad887e4d674b0,DEC
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Lightweight,Viacheslav Borshchev,James Llontop,Viacheslav Borshchev,S-DEC,3,5:00,http://ufcstats.com/fight-details/ba8eda6993922ba0,http://ufcstats.com/event-details/be8ad887e4d674b0,DEC
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Women's Bantamweight,Jacqueline Cavalcanti,Josiane Nunes,Jacqueline Cavalcanti,S-DEC,3,5:00,http://ufcstats.com/fight-details/903d588b30a471e8,http://ufcstats.com/event-details/be8ad887e4d674b0,DEC
UFC Fight Night: Cannonier vs. Borralho,"September 07, 2024",Women's Flyweight,Wang Cong,Victoria Leonardo,Wang Cong,KO/TKOPunches,1,1:02,http://ufcstats.com/fight-details/d4127baf74b0e791,http://ufcstats.com/event-details/be8ad887e4d674b0,KO
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Middleweight,Dricus Du Plessis,Israel Adesanya,Dricus Du Plessis,SUBRear Naked Choke,4,3:38,http://ufcstats.com/fight-details/6c44af21414e4143,http://ufcstats.com/event-details/32ba186f4b0e3267,SUB
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Flyweight,Kai Kara-France,Steve Erceg,Kai Kara-France,KO/TKOPunch,1,4:04,http://ufcstats.com/fight-details/bf8c5effd23f69c4,http://ufcstats.com/event-details/32ba186f4b0e3267,KO
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Lightweight,Dan Hooker,Mateusz Gamrot,Dan Hooker,S-DEC,3,5:00,http://ufcstats.com/fight-details/059f5cf0e9e37627,http://ufcstats.com/event-details/32ba186f4b0e3267,DEC
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Heavyweight,Jairzinho Rozenstruik,Tai Tuivasa,Jairzinho Rozenstruik,S-DEC,3,5:00,http://ufcstats.com/fight-details/dd3d8f7066c145b7,http://ufcstats.com/event-details/32ba186f4b0e3267,DEC
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Welterweight,Carlos Prates,Li Jingliang,Carlos Prates,KO/TKOPunch,2,4:02,http://ufcstats.com/fight-details/3c319d4659e6c8fd,http://ufcstats.com/event-details/32ba186f4b0e3267,KO
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Heavyweight,Valter Walker,Junior Tafa,Valter Walker,SUBHeel Hook,1,4:56,http://ufcstats.com/fight-details/ea4ff1d77928b029,http://ufcstats.com/event-details/32ba186f4b0e3267,SUB
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Featherweight,Ricardo Ramos,Josh Culibao,Ricardo Ramos,S-DEC,3,5:00,http://ufcstats.com/fight-details/43ebfc8914a39061,http://ufcstats.com/event-details/32ba186f4b0e3267,DEC
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Women's Flyweight,Casey O'Neill,Luana Santos,Casey O'Neill,U-DEC,3,5:00,http://ufcstats.com/fight-details/b9d5c77ae7a8109b,http://ufcstats.com/event-details/32ba186f4b0e3267,DEC
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Featherweight,Jack Jenkins,Herbert Burns,Jack Jenkins,KO/TKOPunches,3,0:48,http://ufcstats.com/fight-details/bfff6cf22c1c569c,http://ufcstats.com/event-details/32ba186f4b0e3267,KO
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Lightweight,Tom Nolan,Alex Reyes,Tom Nolan,U-DEC,3,5:00,http://ufcstats.com/fight-details/ce75f5ecbc0d3dfd,http://ufcstats.com/event-details/32ba186f4b0e3267,DEC
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Welterweight,Song Kenan,Ricky Glenn,Song Kenan,U-DEC,3,5:00,http://ufcstats.com/fight-details/ea824ac4b8ed8a35,http://ufcstats.com/event-details/32ba186f4b0e3267,DEC
UFC 305: Du Plessis vs. Adesanya,"August 24, 2024",Flyweight,Jesus Aguilar,Stewart Nicoll,Jesus Aguilar,SUBGuillotine Choke,1,2:39,http://ufcstats.com/fight-details/075a102456080ab2,http://ufcstats.com/event-details/32ba186f4b0e3267,SUB
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Heavyweight,Serghei Spivac,Marcin Tybura,Serghei Spivac,SUBArmbar,1,1:44,http://ufcstats.com/fight-details/84973bbdffaf0d0e,http://ufcstats.com/event-details/2c733e059462c1dc,SUB
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Featherweight,Chepe Mariscal,Damon Jackson,Chepe Mariscal,U-DEC,3,5:00,http://ufcstats.com/fight-details/e72a2130e7387637,http://ufcstats.com/event-details/2c733e059462c1dc,DEC
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Welterweight,Danny Barlow,Nikolay Veretennikov,Danny Barlow,S-DEC,3,5:00,http://ufcstats.com/fight-details/7b4284bd3033a319,http://ufcstats.com/event-details/2c733e059462c1dc,DEC
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Bantamweight,Chris Gutierrez,Quang Le,Chris Gutierrez,U-DEC,3,5:00,http://ufcstats.com/fight-details/6aa89b7b5350b8e2,http://ufcstats.com/event-details/2c733e059462c1dc,DEC
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Women's Bantamweight,Yana Santos,Chelsea Chandler,Yana Santos,U-DEC,3,5:00,http://ufcstats.com/fight-details/e0b14afd93af5638,http://ufcstats.com/event-details/2c733e059462c1dc,DEC
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Bantamweight,Toshiomi Kazama,Charalampos Grigoriou,Toshiomi Kazama,SUBTriangle Choke,2,1:55,http://ufcstats.com/fight-details/1332c1037c955d82,http://ufcstats.com/event-details/2c733e059462c1dc,SUB
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Women's Bantamweight,Karol Rosa,Pannie Kianzad,Karol Rosa,U-DEC,3,5:00,http://ufcstats.com/fight-details/a7ac1dfcdc083694,http://ufcstats.com/event-details/2c733e059462c1dc,DEC
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Heavyweight,Jhonata Diniz,Karl Williams,Jhonata Diniz,U-DEC,3,5:00,http://ufcstats.com/fight-details/6bcaa0de4003cc41,http://ufcstats.com/event-details/2c733e059462c1dc,DEC
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Featherweight,Youssef Zalal,Jarno Errens,Youssef Zalal,SUBRear Naked Choke,1,3:52,http://ufcstats.com/fight-details/cd9851b8eadb53a9,http://ufcstats.com/event-details/2c733e059462c1dc,SUB
UFC Fight Night: Tybura vs. Spivac 2,"August 17, 2024",Women's Strawweight,Stephanie Luciano,Talita Alencar,Stephanie Luciano,U-DEC,3,5:00,http://ufcstats.com/fight-details/1b5d5af1bc0a34c7,http://ufcstats.com/event-details/2c733e059462c1dc,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Bantamweight,Umar Nurmagomedov,Cory Sandhagen,Umar Nurmagomedov,U-DEC,5,5:00,http://ufcstats.com/fight-details/33655fd07cfbe034,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Middleweight,Shara Magomedov,Michal Oleksiejczuk,Shara Magomedov,U-DEC,3,5:00,http://ufcstats.com/fight-details/b38450d9aa0f52b8,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Bantamweight,Deiveson Figueiredo,Marlon Vera,Deiveson Figueiredo,U-DEC,3,5:00,http://ufcstats.com/fight-details/bb85e207eba236bc,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Welterweight,Michael Chiesa,Tony Ferguson,Michael Chiesa,SUBRear Naked Choke,1,3:44,http://ufcstats.com/fight-details/2d39c26876246223,http://ufcstats.com/event-details/fe435e440b5de0ff,SUB
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Women's Strawweight,Mackenzie Dern,Loopy Godinez,Mackenzie Dern,U-DEC,3,5:00,http://ufcstats.com/fight-details/d0d74672150ddea3,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Lightweight,Joel Alvarez,Elves Brener,Joel Alvarez,KO/TKOKnees,3,3:36,http://ufcstats.com/fight-details/de767dd5216bcad9,http://ufcstats.com/event-details/fe435e440b5de0ff,KO
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Light Heavyweight,Azamat Murzakanov,Alonzo Menifield,Azamat Murzakanov,KO/TKOPunches,2,3:18,http://ufcstats.com/fight-details/fbbb703581440496,http://ufcstats.com/event-details/fe435e440b5de0ff,KO
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Lightweight,Kaue Fernandes,Mohammad Yahya,Kaue Fernandes,KO/TKOPunches,1,4:45,http://ufcstats.com/fight-details/1cd63899011c4bf6,http://ufcstats.com/event-details/fe435e440b5de0ff,KO
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Heavyweight,Shamil Gaziev,Don'Tale Mayes,Shamil Gaziev,U-DEC,3,5:00,http://ufcstats.com/fight-details/637f792270a0c746,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Lightweight,Guram Kutateladze,Jordan Vucenic,Guram Kutateladze,U-DEC,3,5:00,http://ufcstats.com/fight-details/77df662671ce11c5,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Women's Strawweight,Sam Hughes,Viktoriia Dudakova,Sam Hughes,S-DEC,3,5:00,http://ufcstats.com/fight-details/f80143e1f3c3d319,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Lightweight,Jai Herbert,Rolando Bedoya,Jai Herbert,U-DEC,3,5:00,http://ufcstats.com/fight-details/d038ff5ac21094f3,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC Fight Night: Sandhagen vs. Nurmagomedov,"August 10, 2024",Middleweight,Sedriques Dumas,Denis Tiuliulin,Sedriques Dumas,U-DEC,3,5:00,http://ufcstats.com/fight-details/e6851877e33d343f,http://ufcstats.com/event-details/fe435e440b5de0ff,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Welterweight,Belal Muhammad,Leon Edwards,Belal Muhammad,U-DEC,5,5:00,http://ufcstats.com/fight-details/ec5163539a133f17,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Heavyweight,Tom Aspinall,Curtis Blaydes,Tom Aspinall,KO/TKOPunch,1,1:00,http://ufcstats.com/fight-details/ec434314c5438fc7,http://ufcstats.com/event-details/026b4f7049085842,KO
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Lightweight,Paddy Pimblett,King Green,Paddy Pimblett,SUBTriangle Choke,1,3:22,http://ufcstats.com/fight-details/3e2bde19e752f64b,http://ufcstats.com/event-details/026b4f7049085842,SUB
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Middleweight,Gregory Rodrigues,Christian Leroy Duncan,Gregory Rodrigues,U-DEC,3,5:00,http://ufcstats.com/fight-details/f02fed4e98048471,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Featherweight,Arnold Allen,Giga Chikadze,Arnold Allen,U-DEC,3,5:00,http://ufcstats.com/fight-details/8a2e28da18ba6a25,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Featherweight,Nathaniel Wood,Daniel Pineda,Nathaniel Wood,U-DEC,3,5:00,http://ufcstats.com/fight-details/45e6a9b56ee3a9d1,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Women's Strawweight,Bruna Brasil,Molly McCann,Bruna Brasil,U-DEC,3,5:00,http://ufcstats.com/fight-details/678eda89a096dde8,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Bantamweight,Jake Hadley,Caolan Loughran,Jake Hadley,U-DEC,3,5:00,http://ufcstats.com/fight-details/9d8c32c60df0e287,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Flyweight,Muhammad Mokaev,Manel Kape,Muhammad Mokaev,U-DEC,3,5:00,http://ufcstats.com/fight-details/d6e240c47ba6034d,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Welterweight,Oban Elliott,Preston Parsons,Oban Elliott,U-DEC,3,5:00,http://ufcstats.com/fight-details/16b0a16ab2e20fdb,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Light Heavyweight,Modestas Bukauskas,Marcin Prachnio,Modestas Bukauskas,SUBArm Triangle,3,3:12,http://ufcstats.com/fight-details/026bb9fd1b3f239d,http://ufcstats.com/event-details/026b4f7049085842,SUB
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Welterweight,Sam Patterson,Kiefer Crosbie,Sam Patterson,SUBArm Triangle,1,2:50,http://ufcstats.com/fight-details/3183dfe66fcdd25f,http://ufcstats.com/event-details/026b4f7049085842,SUB
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Heavyweight,Mick Parkin,Lukasz Brzeski,Mick Parkin,KO/TKOPunches,1,3:23,http://ufcstats.com/fight-details/a5558e8fec59a687,http://ufcstats.com/event-details/026b4f7049085842,KO
UFC 304: Edwards vs. Muhammad 2,"August 03, 2024",Women's Strawweight,Shauna Bannon,Alice Ardelean,Shauna Bannon,S-DEC,3,5:00,http://ufcstats.com/fight-details/dff2ef8fdde8c502,http://ufcstats.com/event-details/026b4f7049085842,DEC
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Women's Strawweight,Virna Jandiroba,Amanda Lemos,Virna Jandiroba,SUBArmbar,2,4:48,http://ufcstats.com/fight-details/4a00db8aeff200a2,http://ufcstats.com/event-details/c11036da9162cb5f,SUB
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Featherweight,Steve Garcia,SeungWoo Choi,Steve Garcia,KO/TKOPunch,1,1:36,http://ufcstats.com/fight-details/120ec60ad18cf6c5,http://ufcstats.com/event-details/c11036da9162cb5f,KO
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Lightweight,Kurt Holobaugh,Kaynan Kruschewsky,Kurt Holobaugh,U-DEC,3,5:00,http://ufcstats.com/fight-details/9eaa33f874bbb999,http://ufcstats.com/event-details/c11036da9162cb5f,DEC
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Flyweight,Bruno Silva,Cody Durden,Bruno Silva,KO/TKOPunches,2,2:58,http://ufcstats.com/fight-details/94541dd979e0b4bd,http://ufcstats.com/event-details/c11036da9162cb5f,KO
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Featherweight,Dooho Choi,Bill Algeo,Dooho Choi,KO/TKOPunch,2,3:38,http://ufcstats.com/fight-details/ec8bc554a0646638,http://ufcstats.com/event-details/c11036da9162cb5f,KO
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Featherweight,Hyder Amil,JeongYeong Lee,Hyder Amil,KO/TKOPunches,1,1:05,http://ufcstats.com/fight-details/6e6567a98ea78891,http://ufcstats.com/event-details/c11036da9162cb5f,KO
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Bantamweight,Cody Gibson,Brian Kelleher,Cody Gibson,SUBArm Triangle,1,3:58,http://ufcstats.com/fight-details/40c18c6d64463809,http://ufcstats.com/event-details/c11036da9162cb5f,SUB
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Women's Flyweight,Miranda Maverick,Dione Barbosa,Miranda Maverick,U-DEC,3,5:00,http://ufcstats.com/fight-details/e655774643881e6c,http://ufcstats.com/event-details/c11036da9162cb5f,DEC
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Lightweight,Trey Ogden,Loik Radzhabov,Trey Ogden,U-DEC,3,5:00,http://ufcstats.com/fight-details/b3f1253d0a991791,http://ufcstats.com/event-details/c11036da9162cb5f,DEC
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Women's Flyweight,Luana Carolina,Lucie Pudilova,Luana Carolina,U-DEC,3,5:00,http://ufcstats.com/fight-details/c3ef9edf73626521,http://ufcstats.com/event-details/c11036da9162cb5f,DEC
UFC Fight Night: Lemos vs. Jandiroba,"July 27, 2024",Heavyweight,Thomas Petersen,Mohammed Usman,Thomas Petersen,U-DEC,3,5:00,http://ufcstats.com/fight-details/836e9bc5c1f6acd3,http://ufcstats.com/event-details/c11036da9162cb5f,DEC
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Women's Flyweight,Rose Namajunas,Tracy Cortez,Rose Namajunas,U-DEC,5,5:00,http://ufcstats.com/fight-details/1394ce1832ddefe0,http://ufcstats.com/event-details/66e0a70352fef46a,DEC
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Welterweight,Muslim Salikhov,Santiago Ponzinibbio,Muslim Salikhov,S-DEC,3,5:00,http://ufcstats.com/fight-details/dff8e4ef87d69516,http://ufcstats.com/event-details/66e0a70352fef46a,DEC
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Lightweight,Jean Silva,Drew Dober,Jean Silva,KO/TKO,3,1:28,http://ufcstats.com/fight-details/54de03e04f571735,http://ufcstats.com/event-details/66e0a70352fef46a,KO
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Welterweight,Gabriel Bonfim,Ange Loosa,Gabriel Bonfim,U-DEC,3,5:00,http://ufcstats.com/fight-details/dad759ec50508147,http://ufcstats.com/event-details/66e0a70352fef46a,DEC
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Featherweight,Julian Erosa,Christian Rodriguez,Julian Erosa,SUBGuillotine Choke,1,4:49,http://ufcstats.com/fight-details/a63bb85cc39389c7,http://ufcstats.com/event-details/66e0a70352fef46a,SUB
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Flyweight,Charles Johnson,Joshua Van,Charles Johnson,KO/TKOPunch,3,0:20,http://ufcstats.com/fight-details/80108a70c4afa6c2,http://ufcstats.com/event-details/66e0a70352fef46a,KO
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Women's Flyweight,Jasmine Jasudavicius,Fatima Kline,Jasmine Jasudavicius,U-DEC,3,5:00,http://ufcstats.com/fight-details/582afc25875911d1,http://ufcstats.com/event-details/66e0a70352fef46a,DEC
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Bantamweight,Montel Jackson,Da'Mon Blackshear,Montel Jackson,KO/TKOPunch,1,0:18,http://ufcstats.com/fight-details/5eebde8fb4d67259,http://ufcstats.com/event-details/66e0a70352fef46a,KO
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Women's Flyweight,Luana Santos,Mariya Agapova,Luana Santos,SUBRear Naked Choke,1,3:27,http://ufcstats.com/fight-details/e06bfd0100eccbad,http://ufcstats.com/event-details/66e0a70352fef46a,SUB
UFC Fight Night: Namajunas vs. Cortez,"July 20, 2024",Middleweight,Andre Petroski,Josh Fremd,Andre Petroski,U-DEC,3,5:00,http://ufcstats.com/fight-details/d8e8d41282fc90dc,http://ufcstats.com/event-details/66e0a70352fef46a,DEC
