Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Women's Bantamweight,Daria Zhelezniakova,Montse Rendon,Daria Zhelezniakova,U-DEC,3,5:00,http://ufcstats.com/event-details/79ff6545b0abc685,http://ufcstats.com/fight-details/f1c3abce15ef053e,DEC,False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Flyweight,Andre Lima,Igor Severino,Andre Lima,DQ,2,2:52,http://ufcstats.com/event-details/79ff6545b0abc685,http://ufcstats.com/fight-details/f4ea27d942a390a5,DEC,False,False
UFC Fight Night: Ribas vs. Namajunas,"March 23, 2024",Heavyweight,Mick Parkin,Mohammed Usman,Mick Parkin,U-DEC,3,5:00,http://ufcstats.com/event-details/79ff6545b0abc685,http://ufcstats.com/fight-details/3223b7e196a07224,DEC,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Heavyweight,Marcin Tybura,Tai Tuivasa,Marcin Tybura,SUBRear Naked Choke,1,4:08,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/8bc0c220f7dcefa7,SUB,False,True
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Welterweight,Bryan Battle,Ange Loosa,Draw,CNC,2,1:00,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/a7fd9da657bbce8e,DEC,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Light Heavyweight,Ovince Saint Preux,Kennedy Nzechukwu,Ovince Saint Preux,S-DEC,3,5:00,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/35f9beb94b4ef9e2,DEC,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Featherweight,Christian Rodriguez,Isaac Dulgarian,Christian Rodriguez,S-DEC,3,5:00,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/acc7392d48cc09a0,DEC,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Women's Bantamweight,Macy Chiasson,Pannie Kianzad,Macy Chiasson,SUBRear Naked Choke,1,3:54,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/2f414494f2b6f426,SUB,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Middleweight,Gerald Meerschaert,Bryan Barberena,Gerald Meerschaert,SUBRear Naked Choke,2,4:23,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/569e0ba18701c305,SUB,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Lightweight,Mike Davis,Natan Levy,Mike Davis,SUBArm Triangle,2,1:43,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/4f20f3ada1489823,SUB,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Women's Bantamweight,Chelsea Chandler,Josiane Nunes,Chelsea Chandler,U-DEC,3,5:00,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/711ec0545552455b,DEC,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Flyweight,Jafel Filho,Ode Osbourne,Jafel Filho,SUBRear Naked Choke,1,4:27,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/451df53c13185584,SUB,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Featherweight,Danny Silva,Josh Culibao,Danny Silva,S-DEC,3,5:00,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/c26f27667c230391,DEC,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Women's Strawweight,Jaqueline Amorim,Cory McKenna,Jaqueline Amorim,SUBArmbar,1,1:38,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/66873dde4077bd5d,SUB,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Lightweight,Thiago Moises,Mitch Ramirez,Thiago Moises,KO/TKOKick,3,0:15,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/537b3cef39d2d573,KO,False,False
UFC Fight Night: Tuivasa vs. Tybura,"March 16, 2024",Bantamweight,Chad Anheliger,Charalampos Grigoriou,Chad Anheliger,U-DEC,3,5:00,http://ufcstats.com/event-details/c398235fcaf8d71d,http://ufcstats.com/fight-details/f1cbd73e7be64d28,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Bantamweight,Sean O'Malley,Marlon Vera,Sean O'Malley,U-DEC,5,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/894c44c3d04aaf6f,DEC,True,True
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Lightweight,Dustin Poirier,Benoit Saint Denis,Dustin Poirier,KO/TKOPunch,2,2:32,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/6e73ebbd089aff5e,KO,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Welterweight,Michael Page,Kevin Holland,Michael Page,U-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/270edfb687c0d20c,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Welterweight,Jack Della Maddalena,Gilbert Burns,Jack Della Maddalena,KO/TKOElbows,3,3:43,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/68f7f992603192c6,KO,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Bantamweight,Petr Yan,Song Yadong,Petr Yan,U-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/9861b6d04e6ed43c,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Heavyweight,Curtis Blaydes,Jailton Almeida,Curtis Blaydes,KO/TKOPunches,2,0:36,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/0133019a4f1055ee,KO,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Women's Flyweight,Maycee Barber,Katlyn Cerminara,Maycee Barber,U-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/33658a3ca932d15d,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Lightweight,Mateusz Gamrot,Rafael Dos Anjos,Mateusz Gamrot,U-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/8baff440b82afd2b,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Bantamweight,Kyler Phillips,Pedro Munhoz,Kyler Phillips,U-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/ebb758b49e82d0ed,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Light Heavyweight,Philipe Lins,Ion Cutelaba,Philipe Lins,U-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/7bc7af11050e861b,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Middleweight,Michel Pereira,Michal Oleksiejczuk,Michel Pereira,SUBRear Naked Choke,1,1:01,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/f0a9dfbb6f6ac852,SUB,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Heavyweight,Robelis Despaigne,Josh Parisian,Robelis Despaigne,KO/TKOPunch,1,0:18,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/cbdf29f36b343f6f,KO,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Flyweight,Asu Almabayev,CJ Vergara,Asu Almabayev,U-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/3d3dde60e3d59c1c,DEC,False,False
UFC 299: O'Malley vs. Vera 2,"March 09, 2024",Women's Flyweight,Joanne Wood,Maryna Moroz,Joanne Wood,S-DEC,3,5:00,http://ufcstats.com/event-details/a9df5ae20a97b090,http://ufcstats.com/fight-details/3677ce6c1ee06a83,DEC,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Heavyweight,Jairzinho Rozenstruik,Shamil Gaziev,Jairzinho Rozenstruik,KO/TKO,4,5:00,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/838fd9d2b14e0790,KO,False,True
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Light Heavyweight,Vitor Petrino,Tyson Pedro,Vitor Petrino,U-DEC,3,5:00,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/df3cc5ec78d05a71,DEC,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Flyweight,Muhammad Mokaev,Alex Perez,Muhammad Mokaev,U-DEC,3,5:00,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/5a82757b553c40fc,DEC,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Bantamweight,Umar Nurmagomedov,Bekzat Almakhan,Umar Nurmagomedov,U-DEC,3,5:00,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/dcf5014e56649c2f,DEC,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Flyweight,Steve Erceg,Matt Schnell,Steve Erceg,KO/TKOPunch,2,0:26,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/024beecfd3f0ed7a,KO,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Middleweight,Eryk Anders,Jamie Pickett,Eryk Anders,U-DEC,3,5:00,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/32bd7ed48f5aea7e,DEC,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Bantamweight,Vinicius Oliveira,Benardo Sopaj,Vinicius Oliveira,KO/TKOFlying Knee,3,4:41,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/cde2f88251b73305,KO,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Bantamweight,Aiemann Zahabi,Javid Basharat,Aiemann Zahabi,U-DEC,3,5:00,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/a7d397cd0f2ac93a,DEC,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Middleweight,Christian Leroy Duncan,Claudio Ribeiro,Christian Leroy Duncan,KO/TKOPunches,2,1:57,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/3ea7d69a1238f26a,KO,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Lightweight,Ludovit Klein,AJ Cunningham,Ludovit Klein,KO/TKOKick,1,4:36,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/4e566db7d26df001,KO,False,False
UFC Fight Night: Rozenstruik vs. Gaziev,"March 02, 2024",Lightweight,Loik Radzhabov,Abdul-Kareem Al-Selwady,Loik Radzhabov,KO/TKOPunch,3,0:49,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,http://ufcstats.com/fight-details/ba8f219260e212f8,KO,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Flyweight,Brandon Royval,Brandon Moreno,Brandon Royval,S-DEC,5,5:00,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/74f5cbecac011abb,DEC,False,True
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Featherweight,Brian Ortega,Yair Rodriguez,Brian Ortega,SUBArm Triangle,3,0:58,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/3b05a4ced6dd74f5,SUB,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Lightweight,Daniel Zellhuber,Francisco Prado,Daniel Zellhuber,U-DEC,3,5:00,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/ecbece0cbd60029e,DEC,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Women's Strawweight,Yazmin Jauregui,Sam Hughes,Yazmin Jauregui,U-DEC,3,5:00,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/6e4acb2aaa2cee56,DEC,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Lightweight,Manuel Torres,Chris Duncan,Manuel Torres,SUBRear Naked Choke,1,1:46,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/673a156925dfb31d,SUB,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Bantamweight,Raoni Barcelos,Cristian Quinonez,Raoni Barcelos,SUBRear Naked Choke,3,2:04,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/063e7ce759c52f81,SUB,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Flyweight,Jesus Aguilar,Mateus Mendonca,Jesus Aguilar,S-DEC,3,5:00,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/d1d3b6ab8a56e973,DEC,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Flyweight,Edgar Chairez,Daniel Lacerda,Edgar Chairez,SUBTriangle Choke,1,2:17,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/1c03c1bb62f3aed6,SUB,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Lightweight,Fares Ziam,Claudio Puelles,Fares Ziam,S-DEC,3,5:00,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/a376f6d5806d0c90,DEC,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Flyweight,Ronaldo Rodriguez,Denys Bondar,Ronaldo Rodriguez,SUBRear Naked Choke,2,4:59,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/5e8c710f9f27aff8,SUB,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Flyweight,Felipe dos Santos,Victor Altamirano,Felipe dos Santos,S-DEC,3,5:00,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/93ddc6b233d1956a,DEC,False,False
UFC Fight Night: Moreno vs. Royval 2,"February 24, 2024",Featherweight,Muhammad Naimov,Erik Silva,Muhammad Naimov,KO/TKO,1,0:44,http://ufcstats.com/event-details/902ab9197b83d0db,http://ufcstats.com/fight-details/50dae6b76c9c6490,KO,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Featherweight,Ilia Topuria,Alexander Volkanovski,Ilia Topuria,KO/TKOPunch,2,3:32,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/bec3154a11df3299,KO,True,True
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Middleweight,Robert Whittaker,Paulo Costa,Robert Whittaker,U-DEC,3,5:00,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/01432891260084a4,DEC,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Welterweight,Ian Machado Garry,Geoff Neal,Ian Machado Garry,S-DEC,3,5:00,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/8fb0092430448368,DEC,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Bantamweight,Merab Dvalishvili,Henry Cejudo,Merab Dvalishvili,U-DEC,3,5:00,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/9785420602b452f7,DEC,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Middleweight,Anthony Hernandez,Roman Kopylov,Anthony Hernandez,SUBRear Naked Choke,2,3:23,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/f87a3fa07f0009c9,SUB,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Women's Strawweight,Amanda Lemos,Mackenzie Dern,Amanda Lemos,U-DEC,3,5:00,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/2aeb3ec2d8c05dc8,DEC,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Heavyweight,Marcos Rogerio de Lima,Junior Tafa,Marcos Rogerio de Lima,KO/TKOKick,2,1:14,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/1456a3f96ac7e35b,KO,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Bantamweight,Rinya Nakamura,Carlos Vera,Rinya Nakamura,U-DEC,3,5:00,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/e92fb5c609e20b49,DEC,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Light Heavyweight,Zhang Mingyang,Brendson Ribeiro,Zhang Mingyang,KO/TKOPunch,1,1:41,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/aeb3e4d9710207a4,KO,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Welterweight,Danny Barlow,Josh Quinlan,Danny Barlow,KO/TKOPunches,3,1:18,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/ef13ed466e0b42d8,KO,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Welterweight,Oban Elliott,Val Woodburn,Oban Elliott,U-DEC,3,5:00,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/9ddaa62cc806958d,DEC,False,False
UFC 298: Volkanovski vs. Topuria,"February 17, 2024",Women's Flyweight,Miranda Maverick,Andrea Lee,Miranda Maverick,U-DEC,3,5:00,http://ufcstats.com/event-details/dab0e6cb8c932162,http://ufcstats.com/fight-details/b7d238437d6644ce,DEC,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Middleweight,Jack Hermansson,Joe Pyfer,Jack Hermansson,U-DEC,5,5:00,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/406f2aacd1d1faf9,DEC,False,True
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Featherweight,Dan Ige,Andre Fili,Dan Ige,KO/TKOPunch,1,2:43,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/25259e230be9cdc9,KO,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Middleweight,Ihor Potieria,Robert Bryczek,Ihor Potieria,U-DEC,3,5:00,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/17050a7b673dc49d,DEC,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Middleweight,Gregory Rodrigues,Brad Tavares,Gregory Rodrigues,KO/TKOPunches,3,0:55,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/e7938bac3ec8b442,KO,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Lightweight,Michael Johnson,Darrius Flowers,Michael Johnson,U-DEC,3,5:00,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/5304956aada097e8,DEC,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Middleweight,Rodolfo Vieira,Armen Petrosyan,Rodolfo Vieira,SUBArm Triangle,1,4:48,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/9d8473ae274ed625,SUB,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Welterweight,Carlos Prates,Trevin Giles,Carlos Prates,KO/TKOPunch,2,4:03,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/246fef4b19c3a7ed,KO,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Lightweight,Bolaji Oki,Timmy Cuamba,Bolaji Oki,S-DEC,3,5:00,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/edf46d6962be7e8d,DEC,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Women's Strawweight,Loma Lookboonmee,Bruna Brasil,Loma Lookboonmee,U-DEC,3,5:00,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/c3986c1a56a6e94d,DEC,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Light Heavyweight,Marcin Prachnio,Devin Clark,Marcin Prachnio,U-DEC,3,5:00,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/dbfd7616dec2b6d5,DEC,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Welterweight,Max Griffin,Jeremiah Wells,Max Griffin,S-DEC,3,5:00,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/08f7a60bd84a6b3c,DEC,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Light Heavyweight,Bogdan Guskov,Zac Pauga,Bogdan Guskov,KO/TKOPunches,1,3:38,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/ad26bf55ff201f4f,KO,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Featherweight,Hyder Amil,Fernie Garcia,Hyder Amil,KO/TKOPunches,2,2:12,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/478a637045ad49fb,KO,False,False
UFC Fight Night: Hermansson vs. Pyfer,"February 10, 2024",Bantamweight,Daniel Marcos,Aoriqileng,Draw,CNC,2,3:28,http://ufcstats.com/event-details/eaea0fc7b76525a8,http://ufcstats.com/fight-details/6cd542650d886c22,DEC,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Middleweight,Nassourdine Imavov,Roman Dolidze,Nassourdine Imavov,M-DEC,5,5:00,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/767ceb4a0cb43ade,DEC,False,True
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Lightweight,Renato Moicano,Drew Dober,Renato Moicano,U-DEC,3,5:00,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/733e675fd7c0052a,DEC,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Welterweight,Randy Brown,Muslim Salikhov,Randy Brown,KO/TKOPunch,1,3:17,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/af6d56860ba4d259,KO,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Women's Flyweight,Natalia Silva,Viviane Araujo,Natalia Silva,U-DEC,3,5:00,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/7b1882dc76786d77,DEC,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Middleweight,Aliaskhab Khizriev,Makhmud Muradov,Draw,CNC,1,0:11,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/415ea2520b7ba720,DEC,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Welterweight,Charles Radtke,Gilbert Urbina,Charles Radtke,KO/TKOPunch,1,4:47,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/330d86bfaa4155fe,KO,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Women's Strawweight,Molly McCann,Diana Belbita,Molly McCann,SUBArmbar,1,4:59,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/d4ace70b3661ee6c,SUB,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Flyweight,Charles Johnson,Azat Maksum,Charles Johnson,U-DEC,3,5:00,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/ca7d61e167d7789c,DEC,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Welterweight,Themba Gorimbo,Pete Rodriguez,Themba Gorimbo,KO/TKOPunch,1,0:32,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/4cff9aeef3ac75c1,KO,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Featherweight,JeongYeong Lee,Blake Bilder,JeongYeong Lee,U-DEC,3,5:00,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/e1930496b33fa636,DEC,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Women's Flyweight,Luana Carolina,Julija Stoliarenko,Luana Carolina,KO/TKOPunches,3,4:52,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/c28d40498150de90,KO,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Lightweight,MarQuel Mederos,Landon Quinones,MarQuel Mederos,U-DEC,3,5:00,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/e396c509fb47b037,DEC,False,False
UFC Fight Night: Dolidze vs. Imavov,"February 03, 2024",Heavyweight,Jamal Pogues,Thomas Petersen,Jamal Pogues,U-DEC,3,5:00,http://ufcstats.com/event-details/cce79e827569f26e,http://ufcstats.com/fight-details/df9847839c73a678,DEC,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Middleweight,Dricus Du Plessis,Sean Strickland,Dricus Du Plessis,S-DEC,5,5:00,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/14e53999507c76a7,DEC,True,True
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Women's Bantamweight,Raquel Pennington,Mayra Bueno Silva,Raquel Pennington,U-DEC,5,5:00,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/faf15b752fb8924c,DEC,True,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Welterweight,Neil Magny,Mike Malott,Neil Magny,KO/TKOPunches,3,4:45,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/97817609ed46baa0,KO,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Middleweight,Chris Curtis,Marc-Andre Barriault,Chris Curtis,S-DEC,3,5:00,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/ba5005d1116fa45f,DEC,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Featherweight,Movsar Evloev,Arnold Allen,Movsar Evloev,U-DEC,3,5:00,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/1a7cd191f0cf160c,DEC,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Bantamweight,Garrett Armfield,Brad Katona,Garrett Armfield,U-DEC,3,5:00,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/670e4754d8d3d172,DEC,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Featherweight,Sean Woodson,Charles Jourdain,Sean Woodson,S-DEC,3,5:00,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/331ddc1141e934d1,DEC,False,False
