Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Bantamweight,Ramon Taveras,Serhiy Sidey,Ramon Taveras,S-DEC,3,5:00,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/43d90683078fcee5,DEC,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Women's Strawweight,Gillian Robertson,Polyana Viana,Gillian Robertson,KO/TKOPunches,2,3:12,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/dff2685afd98ed9e,KO,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Welterweight,Sam Patterson,Yohan Lainesse,Sam Patterson,SUBRear Naked Choke,1,2:03,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/a10e2d5416972b9c,SUB,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Women's Bantamweight,Jasmine Jasudavicius,Priscila Cachoeira,Jasmine Jasudavicius,SUBAnaconda Choke,3,4:21,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/7736eb6bd5c1ff4a,SUB,False,False
UFC 297: Strickland vs. Du Plessis,"January 20, 2024",Flyweight,Jimmy Flick,Malcolm Gordon,Jimmy Flick,SUBArm Triangle,2,1:17,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,http://ufcstats.com/fight-details/ab105e5a56b5ee90,SUB,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Light Heavyweight,Magomed Ankalaev,Johnny Walker,Magomed Ankalaev,KO/TKOPunch,2,2:42,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/f2b407019b2a5c15,KO,False,True
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Lightweight,Jim Miller,Gabriel Benitez,Jim Miller,SUBNeck Crank,3,3:25,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/640f2ae3995b3b4f,SUB,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Bantamweight,Mario Bautista,Ricky Simon,Mario Bautista,U-DEC,3,5:00,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/a8239866e1222eae,DEC,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Middleweight,Brunno Ferreira,Phil Hawes,Brunno Ferreira,KO/TKOPunch,1,4:55,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/d0d99889c6abd8e1,KO,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Heavyweight,Waldo Cortes Acosta,Andrei Arlovski,Waldo Cortes Acosta,U-DEC,3,5:00,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/6f13fe34cb3ca906,DEC,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Welterweight,Preston Parsons,Matthew Semelsberger,Preston Parsons,U-DEC,3,5:00,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/5f622d812b8f407f,DEC,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Bantamweight,Marcus McGhee,Gaston Bolanos,Marcus McGhee,KO/TKOPunches,2,3:29,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/03de7404decde12f,KO,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Bantamweight,Farid Basharat,Taylor Lapilus,Farid Basharat,U-DEC,3,5:00,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/477c3b9de012e4b3,DEC,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Featherweight,Jean Silva,Westin Wilson,Jean Silva,KO/TKOPunch,1,4:12,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/0494ebcee93e717b,KO,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Lightweight,Nikolas Motta,Tom Nolan,Nikolas Motta,KO/TKOPunches,1,1:03,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/5344e76e26503716,KO,False,False
UFC Fight Night: Ankalaev vs. Walker 2,"January 13, 2024",Flyweight,Joshua Van,Felipe Bunes,Joshua Van,KO/TKOPunches,2,4:31,http://ufcstats.com/event-details/010986ee359fb863,http://ufcstats.com/fight-details/fd29123ff92789e4,KO,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Welterweight,Leon Edwards,Colby Covington,Leon Edwards,U-DEC,5,5:00,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/3fa8ee3fdc04fe36,DEC,True,True
UFC 296: Edwards vs. Covington,"December 16, 2023",Flyweight,Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,U-DEC,5,5:00,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/4896b36f1333d25c,DEC,True,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Welterweight,Shavkat Rakhmonov,Stephen Thompson,Shavkat Rakhmonov,SUBRear Naked Choke,2,4:56,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/1efc813ccd7a5aba,SUB,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Lightweight,Paddy Pimblett,Tony Ferguson,Paddy Pimblett,U-DEC,3,5:00,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/ac8628d945a78b03,DEC,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Featherweight,Josh Emmett,Bryce Mitchell,Josh Emmett,KO/TKOPunch,1,1:57,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/3b21a9f48bac4a44,KO,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Light Heavyweight,Alonzo Menifield,Dustin Jacoby,Alonzo Menifield,U-DEC,3,5:00,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/521a0e016878d174,DEC,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Women's Bantamweight,Irene Aldana,Karol Rosa,Irene Aldana,U-DEC,3,5:00,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/609d994bfe440ec3,DEC,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Bantamweight,Cody Garbrandt,Brian Kelleher,Cody Garbrandt,KO/TKOPunch,1,3:42,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/f8a8871d167fc929,KO,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Women's Flyweight,Ariane da Silva,Casey O'Neill,Ariane da Silva,SUBArmbar,2,1:18,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/c442899c21d58779,SUB,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Flyweight,Tagir Ulanbekov,Cody Durden,Tagir Ulanbekov,SUBRear Naked Choke,2,4:25,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/4ec249e549309b16,SUB,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Featherweight,Andre Fili,Lucas Almeida,Andre Fili,KO/TKOPunch,1,3:32,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/abb6e2169ba580d2,KO,False,False
UFC 296: Edwards vs. Covington,"December 16, 2023",Heavyweight,Shamil Gaziev,Martin Buday,Shamil Gaziev,KO/TKOPunches,2,0:56,http://ufcstats.com/event-details/a8e8587a06e73c87,http://ufcstats.com/fight-details/fce6522f42b48f18,KO,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Bantamweight,Song Yadong,Chris Gutierrez,Song Yadong,U-DEC,5,5:00,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/f9ec8bedc15ece93,DEC,False,True
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Light Heavyweight,Khalil Rountree Jr.,Anthony Smith,Khalil Rountree Jr.,KO/TKOPunch,3,0:56,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/91093a019d32af2e,KO,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Lightweight,Nasrat Haqparast,Jamie Mullarkey,Nasrat Haqparast,KO/TKOPunches,1,1:44,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/acc57a9c114b694a,KO,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Bantamweight,Tim Elliott,Sumudaerji,Tim Elliott,SUBArm Triangle,1,4:02,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/fbedeb4e4b019b94,SUB,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Middleweight,Andre Muniz,JunYong Park,Andre Muniz,S-DEC,3,5:00,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/1afc4f372a125c74,DEC,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Welterweight,Kevin Jousset,Song Kenan,Kevin Jousset,U-DEC,3,5:00,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/3adab28c5c6a9254,DEC,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Flyweight,HyunSung Park,Shannon Ross,HyunSung Park,KO/TKOPunch,2,3:59,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/35addc4646509286,KO,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Lightweight,Steve Garcia,Melquizael Costa,Steve Garcia,KO/TKOElbows,2,1:01,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/5ac1725f775c6f00,KO,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Women's Bantamweight,Luana Santos,Stephanie Egger,Luana Santos,U-DEC,3,5:00,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/5a6e894e4b6cc703,DEC,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Flyweight,Tatsuro Taira,Carlos Hernandez,Tatsuro Taira,KO/TKOPunches,2,0:55,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/84f6de7c99779e5f,KO,False,False
UFC Fight Night: Song vs. Gutierrez,"December 09, 2023",Women's Strawweight,Talita Alencar,Rayanne dos Santos,Talita Alencar,S-DEC,3,5:00,http://ufcstats.com/event-details/5ef0088c1b19beeb,http://ufcstats.com/fight-details/acde7c89bd724af8,DEC,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Lightweight,Arman Tsarukyan,Beneil Dariush,Arman Tsarukyan,KO/TKOPunch,1,1:04,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/9feb9500b0fedfcd,KO,False,True
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Lightweight,Jalin Turner,King Green,Jalin Turner,KO/TKOPunches,1,2:49,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/03eecf1926d9c77c,KO,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Bantamweight,Deiveson Figueiredo,Rob Font,Deiveson Figueiredo,U-DEC,3,5:00,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/246d06693b5ca1e8,DEC,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Welterweight,Sean Brady,Kelvin Gastelum,Sean Brady,SUBKimura,3,1:43,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/39c4ae4624052f9f,SUB,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Lightweight,Joaquim Silva,Clay Guida,Joaquim Silva,U-DEC,3,5:00,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/20bfa549cb2cabe7,DEC,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Middleweight,Dustin Stoltzfus,Punahele Soriano,Dustin Stoltzfus,SUBRear Naked Choke,2,4:10,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/02713b2d25f74d43,SUB,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Women's Bantamweight,Miesha Tate,Julia Avila,Miesha Tate,SUBRear Naked Choke,3,1:15,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/626c82ed45fdcf59,SUB,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Middleweight,Cody Brundage,Zach Reese,Cody Brundage,KO/TKOSlam,1,1:49,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/0320a6a967069571,KO,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Lightweight,Drakkar Klose,Joe Solecki,Drakkar Klose,KO/TKOSlam,1,1:41,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/d0602cdc04d2c159,KO,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Light Heavyweight,Rodolfo Bellato,Ihor Potieria,Rodolfo Bellato,KO/TKOPunches,2,4:17,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/0dc2fc8d39e226a3,KO,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Welterweight,Jared Gooden,Wellington Turman,Jared Gooden,SUBRear Naked Choke,2,1:11,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/32813f5f46f045e8,SUB,False,False
UFC Fight Night: Dariush vs. Tsarukyan,"December 02, 2023",Women's Flyweight,Veronica Hardy,Jamey-Lyn Horth,Veronica Hardy,S-DEC,3,5:00,http://ufcstats.com/event-details/53e4e21f4c688801,http://ufcstats.com/fight-details/d0ac2cc5c57c4e66,DEC,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Middleweight,Brendan Allen,Paul Craig,Brendan Allen,SUBRear Naked Choke,3,0:38,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/7990b6716a53b2cd,SUB,False,True
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Welterweight,Michael Morales,Jake Matthews,Michael Morales,U-DEC,3,5:00,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/73ebbfb998edc1f1,DEC,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Lightweight,Chase Hooper,Jordan Leavitt,Chase Hooper,SUBRear Naked Choke,1,2:58,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/5be63144ac46f97e,SUB,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Bantamweight,Payton Talbott,Nick Aguirre,Payton Talbott,SUBRear Naked Choke,3,0:58,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/2ae243f518948794,SUB,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Women's Strawweight,Amanda Ribas,Luana Pinheiro,Amanda Ribas,KO/TKOPunches,3,3:53,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/bd4d2522cb0d1a23,KO,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Welterweight,Myktybek Orolbai,Uros Medic,Myktybek Orolbai,SUBNeck Crank,2,4:12,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/b210b99d9c1c9196,SUB,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Featherweight,Joanderson Brito,Jonathan Pearce,Joanderson Brito,SUBGuillotine Choke,2,3:54,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/62b64802ea49e2fd,SUB,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Bantamweight,Jose Johnson,Chad Anheliger,Jose Johnson,SUBRear Naked Choke,3,4:49,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/c1aef0f60a5b62e3,SUB,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Middleweight,Christian Leroy Duncan,Denis Tiuliulin,Christian Leroy Duncan,KO/TKOPunches,2,4:24,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/16109688429c09de,KO,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Heavyweight,Mick Parkin,Caio Machado,Mick Parkin,U-DEC,3,5:00,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/36f10b949b935b8c,DEC,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Featherweight,Jeka Saragih,Lucas Alexander,Jeka Saragih,KO/TKOPunch,1,1:31,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/f0fe73e650b746f2,KO,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Women's Bantamweight,Ailin Perez,Lucie Pudilova,Ailin Perez,U-DEC,3,5:00,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/6997693d552600dd,DEC,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Lightweight,Trey Ogden,Nikolas Motta,Draw,Overturned,3,3:11,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/6e5a3d6b6ed84ac3,DEC,False,False
UFC Fight Night: Allen vs. Craig,"November 18, 2023",Flyweight,Rafael Estevam,Charles Johnson,Rafael Estevam,U-DEC,3,5:00,http://ufcstats.com/event-details/3feed7d02711d8b7,http://ufcstats.com/fight-details/9abf0b60a44a82d1,DEC,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Light Heavyweight,Alex Pereira,Jiri Prochazka,Alex Pereira,KO/TKOElbows,2,4:08,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/b1f2ec122beda7a5,KO,True,True
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Heavyweight,Tom Aspinall,Sergei Pavlovich,Tom Aspinall,KO/TKOPunch,1,1:09,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/db49619221b282af,KO,True,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Women's Strawweight,Jessica Andrade,Mackenzie Dern,Jessica Andrade,KO/TKOPunch,2,3:15,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/6fd67582d8adb1c7,KO,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Lightweight,Benoit Saint Denis,Matt Frevola,Benoit Saint Denis,KO/TKOKick,1,1:31,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/9fe98de1eac21f2e,KO,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Featherweight,Diego Lopes,Pat Sabatini,Diego Lopes,KO/TKOPunches,1,1:30,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/128ab9aa4802c73f,KO,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Flyweight,Steve Erceg,Alessandro Costa,Steve Erceg,U-DEC,3,5:00,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/5704e73f91b9e7f7,DEC,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Women's Strawweight,Loopy Godinez,Tabatha Ricci,Loopy Godinez,S-DEC,3,5:00,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/a0362d60d2e1db0d,DEC,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Lightweight,Mateusz Rebecki,Roosevelt Roberts,Mateusz Rebecki,SUBArmbar,1,3:08,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/480c4dbd2e792d86,SUB,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Lightweight,Nazim Sadykhov,Viacheslav Borshchev,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/83a0fff04494bfc4,DEC,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Lightweight,Jared Gordon,Mark Madsen,Jared Gordon,KO/TKOPunch,1,4:42,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/4c025d1fff9e9fce,KO,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Catch Weight,John Castaneda,Kyung Ho Kang,John Castaneda,U-DEC,3,5:00,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/57333b7bff20ece0,DEC,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Flyweight,Joshua Van,Kevin Borjas,Joshua Van,U-DEC,3,5:00,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/8a0fc4624578a7e4,DEC,False,False
UFC 295: Prochazka vs. Pereira,"November 11, 2023",Featherweight,Jamall Emmers,Dennis Buzukja,Jamall Emmers,KO/TKOPunch,1,0:49,http://ufcstats.com/event-details/5a558ba1ff5e9121,http://ufcstats.com/fight-details/1cf69de0eea46877,KO,False,False
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023",Heavyweight,Jailton Almeida,Derrick Lewis,Jailton Almeida,U-DEC,5,5:00,http://ufcstats.com/event-details/7c4ec656d8fcb867,http://ufcstats.com/fight-details/ac37849f627a79c4,DEC,False,True
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023",Welterweight,Nicolas Dalby,Gabriel Bonfim,Nicolas Dalby,KO/TKOKnees,2,4:33,http://ufcstats.com/event-details/7c4ec656d8fcb867,http://ufcstats.com/fight-details/3a81276a9641c6a1,KO,False,False
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023",Heavyweight,Rodrigo Nascimento,Don'Tale Mayes,Rodrigo Nascimento,U-DEC,3,5:00,http://ufcstats.com/event-details/7c4ec656d8fcb867,http://ufcstats.com/fight-details/119bc264e2bb9877,DEC,False,False
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023",Middleweight,Caio Borralho,Abus Magomedov,Caio Borralho,U-DEC,3,5:00,http://ufcstats.com/event-details/7c4ec656d8fcb867,http://ufcstats.com/fight-details/7d474fbf31894108,DEC,False,False
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023",Catch Weight,Elves Brener,Kaynan Kruschewsky,Elves Brener,KO/TKOPunch,1,4:01,http://ufcstats.com/event-details/7c4ec656d8fcb867,http://ufcstats.com/fight-details/ff8f92cf8fb1b76c,KO,False,False
UFC Fight Night: Almeida vs. Lewis,"November 04, 2023",Welterweight,Rinat Fakhretdinov,Elizeu Zaleski dos Santos,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/7c4ec656d8fcb867,http://ufcstats.com/fight-details/b5ea6535748edbce,DEC,False,False
