Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event,Fighter1_Elo_Start,Fighter2_Elo_Start,Fighter1_Elo_End,Fighter2_Elo_End
UFC Fight Night - Fight for the Troops,2008-12-10,Heavyweight,Justin McCully,Eddie Sanchez,Justin McCully,U-DEC,3,5:00,http://ufcstats.com/event-details/30cd319d39ee689b,http://ufcstats.com/fight-details/2f736846aebbf12d,DEC,False,False,1000.9033133411014,1017.1392378540934,1022.1278279854771,995.9147232097176
UFC Fight Night - Fight for the Troops,2008-12-10,Catch Weight,Luigi Fioravanti,Brodie Farber,Luigi Fioravanti,U-DEC,3,5:00,http://ufcstats.com/event-details/30cd319d39ee689b,http://ufcstats.com/fight-details/ecfe522e5f1e766b,DEC,False,False,990.4227741360017,979.4,1009.6156108119658,960.207163324036
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Lightweight,Efrain Escudero,Phillipe Nover,Efrain Escudero,U-DEC,3,5:00,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/86b8419f22f398c0,DEC,True,True,1000.0,1000.0,1033.0,967.0
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Light Heavyweight,Ryan Bader,Vinny Magalhaes,Ryan Bader,KO/TKOPunch,1,2:18,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/e65da830a1928fe6,KO,True,False,1000.0,1000.0,1033.99,966.01
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Welterweight,Anthony Johnson,Kevin Burns,Anthony Johnson,KO/TKOKick,3,0:28,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/f7cd0a90da3be3b2,KO,False,False,990.4284572615246,1045.0820414870616,1016.7563270682435,1018.7541716803427
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Middleweight,Wilson Gouveia,Jason MacDonald,Wilson Gouveia,KO/TKOElbow,1,2:18,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/0b58bd40373b1811,KO,False,False,1054.3410827112855,1045.9062768676579,1074.5733847284375,1025.6739748505058
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Light Heavyweight,Eliot Marshall,Jules Bruchez,Eliot Marshall,SUBRear Naked Choke,1,1:27,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/59bd4e83d8f846ee,SUB,False,False,1000.0,1000.0,1020.6,979.4
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Light Heavyweight,Krzysztof Soszynski,Shane Primm,Krzysztof Soszynski,SUBKimura,2,3:27,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/edeba52fc9b2855f,SUB,False,False,1000.0,1000.0,1022.0,978.0
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Light Heavyweight,Tom Lawlor,Kyle Kingsbury,Tom Lawlor,U-DEC,3,5:00,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/09b36c7157770516,DEC,False,False,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Lightweight,Shane Nelson,George Roop,Shane Nelson,S-DEC,3,5:00,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/52e07b6540fad19e,DEC,False,False,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Lightweight,Rolando Delgado,John Polakowski,Rolando Delgado,SUBGuillotine Choke,2,2:18,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/bacb62c4f2058fd8,SUB,False,False,1000.0,1000.0,1022.0,978.0
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Lightweight,Junie Browning,David Kaplan,Junie Browning,SUBArmbar,2,1:32,http://ufcstats.com/event-details/ea398c802d9998ee,http://ufcstats.com/fight-details/ec8ad2966a6816b3,SUB,False,False,1000.0,1000.0,1022.0,978.0
UFC 92: The Ultimate 2008,2008-12-27,Heavyweight,Pat Barry,Dan Evensen,Pat Barry,KO/TKOKicks,1,2:36,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/8add23232cdb36ee,KO,False,False,1000.0,981.1276201587737,1019.2375884602947,961.890031698479
UFC 92: The Ultimate 2008,2008-12-27,Welterweight,Brad Blackburn,Ryo Chonan,Brad Blackburn,U-DEC,3,5:00,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/f27bf6f21410547f,DEC,False,False,1022.0,1007.0892583050925,1040.9849162822761,988.1043420228164
UFC 92: The Ultimate 2008,2008-12-27,Light Heavyweight,Matt Hamill,Reese Andy,Matt Hamill,KO/TKOPunches,2,2:19,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/539eff1fe2fb39ba,KO,False,False,1042.138676531958,982.543927969674,1059.8059115338745,964.8766929677575
UFC 92: The Ultimate 2008,2008-12-27,Heavyweight,Antoni Hardonk,Mike Wessel,Antoni Hardonk,KO/TKOPunches,2,2:09,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/59e653313c871c3f,KO,False,False,1028.616226110615,1000.0,1048.519391357471,980.0968347531438
UFC 92: The Ultimate 2008,2008-12-27,Middleweight,Yushin Okami,Dean Lister,Yushin Okami,U-DEC,3,5:00,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/4918b7e3600f67a1,DEC,False,False,1108.7052474005993,1057.479732011523,1125.504271704969,1040.6807077071535
UFC 92: The Ultimate 2008,2008-12-27,Heavyweight,Cheick Kongo,Mostapha Al-Turk,Cheick Kongo,KO/TKOElbows,1,4:37,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/b3f4583109b429af,KO,False,False,1044.0033573915568,1000.0,1061.6120541305938,982.3913032609631
UFC 92: The Ultimate 2008,2008-12-27,Light Heavyweight,Quinton Jackson,Wanderlei Silva,Quinton Jackson,KO/TKOPunch,1,3:21,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/c62d5962b99938de,KO,False,False,1072.7521937516444,994.1823274393217,1088.0762554058967,978.8582657850694
UFC 92: The Ultimate 2008,2008-12-27,Middleweight,CB Dollaway,Mike Massenzio,CB Dollaway,KO/TKOPunches,1,3:01,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/b8927a3a2735acb0,KO,False,False,989.0031538787241,1021.7257724380452,1011.9892373918454,998.7396889249238
UFC 92: The Ultimate 2008,2008-12-27,Heavyweight,Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,KO/TKOPunch,2,1:54,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/02c54d382fb1c347,KO,True,False,1103.6431031628272,1071.9273837247242,1136.115386456518,1039.4551004310333
UFC 92: The Ultimate 2008,2008-12-27,Light Heavyweight,Rashad Evans,Forrest Griffin,Rashad Evans,KO/TKOPunches,3,2:46,http://ufcstats.com/event-details/23ab42947c1990e3,http://ufcstats.com/fight-details/041dd0fae4650970,KO,True,True,1151.2885700176685,1115.799381986416,1183.3149476689762,1083.7730043351082
UFC 93: Franklin vs Henderson,2009-01-17,Middleweight,Rousimar Palhares,Jeremy Horn,Rousimar Palhares,U-DEC,3,5:00,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/dd5f7a14f5782f79,DEC,False,False,998.5827502116314,1000.1133771567012,1018.7173822091396,979.978745159193
UFC 93: Franklin vs Henderson,2009-01-17,Middleweight,Alan Belcher,Denis Kang,Alan Belcher,SUBGuillotine Choke,2,4:36,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/591e7797363a6c89,SUB,False,False,1025.1529498878565,1000.0,1045.3063277612375,979.8466221266189
UFC 93: Franklin vs Henderson,2009-01-17,Light Heavyweight,Dan Henderson,Rich Franklin,Dan Henderson,S-DEC,3,5:00,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/cb7cfa8b9900878f,DEC,False,True,1015.2200371103738,1156.51223896844,1049.0738866219149,1122.658389456899
UFC 93: Franklin vs Henderson,2009-01-17,Welterweight,Marcus Davis,Chris Lytle,Marcus Davis,S-DEC,3,5:00,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/e90dd017386025c4,DEC,False,False,1095.6389296330656,978.4882382632969,1108.21443792351,965.9127299728523
UFC 93: Franklin vs Henderson,2009-01-17,Light Heavyweight,Mauricio Rua,Mark Coleman,Mauricio Rua,KO/TKOPunches,3,4:36,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/396214fd188c2549,KO,False,False,982.4395575110477,1043.60334003714,1009.7190762420219,1016.3238213061659
UFC 93: Franklin vs Henderson,2009-01-17,Welterweight,Martin Kampmann,Alexandre Barros,Martin Kampmann,KO/TKOPunches,2,3:09,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/e9658a79cfaafbb1,KO,False,False,1052.5000710539332,1000.0,1070.7098882029259,981.7901828510074
UFC 93: Franklin vs Henderson,2009-01-17,Light Heavyweight,Eric Schafer,Antonio Mendes,Eric Schafer,KO/TKOPunches,1,3:35,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/4da34f2980b5c58d,KO,False,False,1002.6584134674205,983.5773491537216,1021.8896686964976,964.3460939246445
UFC 93: Franklin vs Henderson,2009-01-17,Lightweight,Dennis Siver,Nate Mohr,Dennis Siver,KO/TKOSpinning Back Kick,3,3:45,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/f046dfa306dc7acb,KO,False,False,962.4410239492507,977.6760866318799,985.4989751618406,954.6181354192901
UFC 93: Franklin vs Henderson,2009-01-17,Light Heavyweight,Tomasz Drwal,Ivan Serati,Tomasz Drwal,KO/TKOPunches,1,2:02,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/5a3b530c73106c5c,KO,False,False,979.536672272781,1000.0,1001.5717460316554,977.9649262411256
UFC 93: Franklin vs Henderson,2009-01-17,Welterweight,John Hathaway,Tom Egan,John Hathaway,KO/TKOElbows,1,4:36,http://ufcstats.com/event-details/68c6cd5287b473a7,http://ufcstats.com/fight-details/20b84b2cbfb92dc7,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC 94: St-Pierre vs Penn 2,2009-01-31,Welterweight,Georges St-Pierre,BJ Penn,Georges St-Pierre,KO/TKO,4,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/a158e4ff7ea93d43,KO,True,True,1239.6517345879492,1159.7241268245075,1288.1583513740143,1111.2175100384425
UFC 94: St-Pierre vs Penn 2,2009-01-31,Light Heavyweight,Lyoto Machida,Thiago Silva,Lyoto Machida,KO/TKOPunch,1,4:59,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/41b9240c854b0956,KO,False,False,1103.1463365164432,1078.640428300087,1122.317201263088,1059.4695635534422
UFC 94: St-Pierre vs Penn 2,2009-01-31,Light Heavyweight,Jon Jones,Stephan Bonnar,Jon Jones,U-DEC,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/afb9d3476c5caafa,DEC,False,False,1020.0,1042.3940364564635,1041.5955967040106,1020.7984397524529
UFC 94: St-Pierre vs Penn 2,2009-01-31,Welterweight,Karo Parisyan,Dong Hyun Kim,Draw,Overturned,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/aa161809e78bef96,DEC,False,False,1083.6767051892762,1040.9267361149396,1072.8399381373833,1030.5174687537901
UFC 94: St-Pierre vs Penn 2,2009-01-31,Lightweight,Clay Guida,Nate Diaz,Clay Guida,S-DEC,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/92e9c53671ac8fe7,DEC,False,False,1030.6430122526056,1106.0586919754185,1056.333946762377,1080.367757465647
UFC 94: St-Pierre vs Penn 2,2009-01-31,Welterweight,Jon Fitch,Akihiro Gono,Jon Fitch,U-DEC,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/c598261fac8cf23a,DEC,False,False,1108.590875681642,1002.0380506876901,1121.9320168966678,988.6969094726643
UFC 94: St-Pierre vs Penn 2,2009-01-31,Lightweight,Thiago Tavares,Manvel Gamburyan,Thiago Tavares,U-DEC,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/e6dd15ef9fd7927e,DEC,False,False,993.753683713494,986.4214837646575,1013.1868945640649,966.9882729140866
UFC 94: St-Pierre vs Penn 2,2009-01-31,Welterweight,John Howard,Chris Wilson,John Howard,S-DEC,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/08f5bdfe45082ec5,DEC,False,False,1000.0,1009.0126328051605,1020.6048013726061,988.4078314325544
UFC 94: St-Pierre vs Penn 2,2009-01-31,Light Heavyweight,Jake O'Brien,Christian Wellisch,Jake O'Brien,S-DEC,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/1cb28e867dd749b8,DEC,False,False,1016.670058276666,999.1402024766357,1035.4975738462638,980.3126869070379
UFC 94: St-Pierre vs Penn 2,2009-01-31,Welterweight,Dan Cramer,Matt Arroyo,Dan Cramer,S-DEC,3,5:00,http://ufcstats.com/event-details/2a542ee8a8b83559,http://ufcstats.com/fight-details/fb7d31b36bebc5af,DEC,False,False,1000.0,996.9762615533275,1019.8346296877983,977.1416318655292
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Lightweight,Joe Lauzon,Jeremy Stephens,Joe Lauzon,SUBArmbar,2,4:43,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/83c5a944258d2332,SUB,False,True,1060.702195024436,1026.8423454844346,1082.2262814414885,1005.3182590673821
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Heavyweight,Cain Velasquez,Denis Stojnic,Cain Velasquez,KO/TKOPunches,2,2:34,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/2d80f60b67791b97,KO,False,False,1042.70577218674,1000.0,1061.6028225335426,981.1029496531974
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Lightweight,Josh Neer,Mac Danzig,Josh Neer,SUBTriangle Choke,2,3:36,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/df7f3c60c523ca55,SUB,False,False,988.8843110954185,1030.1335744572314,1014.2375823914571,1004.7803031611928
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Welterweight,Anthony Johnson,Luigi Fioravanti,Anthony Johnson,KO/TKOPunch,1,4:39,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/868833557ae90877,KO,False,False,1016.7563270682435,1009.6156108119658,1036.869749680527,989.5021881996821
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Welterweight,Matthew Riddle,Steve Bruno,Matthew Riddle,U-DEC,3,5:00,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/e4420b9812501c17,DEC,False,False,1020.0,1001.1391356452359,1038.6960347575766,982.4431008876592
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Middleweight,Dan Miller,Jake Rosholt,Dan Miller,SUBGuillotine Choke,1,1:03,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/14c3447726332f2b,SUB,False,False,1040.5316705472908,1000.0,1058.3703339365998,982.1613366106911
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Lightweight,Matt Veach,Matt Grice,Matt Veach,KO/TKOPunch,1,4:34,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/6a663c04dfe5b88e,KO,False,False,1000.0,999.336447962573,1020.5052746364822,978.8311733260907
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Lightweight,Gleison Tibau,Rich Clementi,Gleison Tibau,SUBGuillotine Choke,1,4:35,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/c9721146eba68c2a,SUB,False,False,1000.4930765290045,1028.7807368136607,1023.0684599636545,1006.2053533790107
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Middleweight,Nick Catone,Derek Downey,Nick Catone,SUBKeylock,2,1:15,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/26888b89fbd860cf,SUB,False,False,1000.0,1000.0,1022.0,978.0
UFC Fight Night: Lauzon vs Stephens,2009-02-07,Lightweight,Kurt Pellegrino,Rob Emerson,Kurt Pellegrino,SUBRear Naked Choke,2,3:14,http://ufcstats.com/event-details/d1759b2b7be9be56,http://ufcstats.com/fight-details/0a1f2e1f9d91bc9a,SUB,False,False,1027.1399661169182,1028.3877683793962,1049.2812136535558,1006.2465208427587
UFC 95: Sanchez vs Stevenson,2009-02-21,Middleweight,Nate Marquardt,Wilson Gouveia,Nate Marquardt,KO/TKOFlying Knee,3,3:10,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/c1b0670419fa0894,KO,False,False,1069.5084897338359,1074.5733847284375,1092.1157445175584,1051.966129944715
UFC 95: Sanchez vs Stevenson,2009-02-21,Lightweight,Diego Sanchez,Joe Stevenson,Diego Sanchez,U-DEC,3,5:00,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/56aac937d9f1d13a,DEC,False,True,1115.5829008018475,1057.2742566943364,1133.682107763578,1039.1750497326059
UFC 95: Sanchez vs Stevenson,2009-02-21,Welterweight,Dan Hardy,Rory Markham,Dan Hardy,KO/TKOPunch,1,1:09,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/9379672d351808a3,KO,False,False,1021.7037215633237,1020.6,1042.2974112637648,1000.006310299559
UFC 95: Sanchez vs Stevenson,2009-02-21,Welterweight,Paulo Thiago,Josh Koscheck,Paulo Thiago,KO/TKOPunches,1,3:29,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/fd05ac3ac2f7d042,KO,False,False,1000.0,1116.1109076159023,1029.4772546054076,1086.6336530104948
UFC 95: Sanchez vs Stevenson,2009-02-21,Middleweight,Demian Maia,Chael Sonnen,Demian Maia,SUBTriangle Choke,1,2:37,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/995d42d9ff422ed1,SUB,False,False,1084.6614680087605,981.9972058719007,1098.5507773177414,968.1078965629199
UFC 95: Sanchez vs Stevenson,2009-02-21,Heavyweight,Junior Dos Santos,Stefan Struve,Junior Dos Santos,KO/TKOPunches,1,0:54,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/95c229097cd2d7c3,KO,False,False,1023.2951190109546,1000.0,1042.2921048228309,981.0030141881239
UFC 95: Sanchez vs Stevenson,2009-02-21,Lightweight,Evan Dunham,Per Eklund,Evan Dunham,KO/TKOPunch,1,2:13,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/d89b849df7bff79b,KO,False,False,1000.0,1000.5326715011379,1020.5892958971056,979.9433756040323
UFC 95: Sanchez vs Stevenson,2009-02-21,Heavyweight,Mike Ciesnolevicz,Neil Grove,Mike Ciesnolevicz,SUBHeel Hook,1,1:03,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/0d395cb5d91f811f,SUB,False,False,1000.0,1000.0,1020.6,979.4
UFC 95: Sanchez vs Stevenson,2009-02-21,Lightweight,Terry Etim,Brian Cobb,Terry Etim,KO/TKOKick,2,0:10,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/0bf249717dacc5c3,KO,False,False,1002.3719142869135,1000.0,1024.1958114836136,978.1761028032998
UFC 95: Sanchez vs Stevenson,2009-02-21,Welterweight,Paul Kelly,Troy Mandaloniz,Paul Kelly,U-DEC,3,5:00,http://ufcstats.com/event-details/7d21de9c6d7c98b2,http://ufcstats.com/fight-details/cdfaa6f4154a0ee9,DEC,False,False,1002.402896957986,1020.6,1023.7138600580151,999.2890368999708
UFC 96: Jackson vs Jardine,2009-03-07,Light Heavyweight,Quinton Jackson,Keith Jardine,Quinton Jackson,U-DEC,3,5:00,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/011d818ec9bb3de6,DEC,False,True,1088.0762554058967,1063.2771554490016,1108.5119700592475,1042.841440795651
UFC 96: Jackson vs Jardine,2009-03-07,Heavyweight,Shane Carwin,Gabriel Gonzaga,Shane Carwin,KO/TKOPunch,1,1:09,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/038c472ae3fd7728,KO,False,False,1041.1730069516643,1061.1371757762072,1063.4787341290532,1038.8314485988183
UFC 96: Jackson vs Jardine,2009-03-07,Welterweight,Matt Brown,Pete Sell,Matt Brown,KO/TKOPunches,1,1:32,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/1df12710cfdb60f4,KO,False,False,1023.5197866058778,966.8223528017578,1040.1928151485072,950.1493242591284
UFC 96: Jackson vs Jardine,2009-03-07,Light Heavyweight,Matt Hamill,Mark Munoz,Matt Hamill,KO/TKOKick,1,3:53,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/798ca95afb5875ef,KO,False,False,1059.8059115338745,1000.0,1076.3835379063014,983.422373627573
UFC 96: Jackson vs Jardine,2009-03-07,Lightweight,Gray Maynard,Jim Miller,Gray Maynard,U-DEC,3,5:00,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/789a8911fcd6de13,DEC,False,False,1072.599098053794,1044.8850376081768,1090.886949705663,1026.5971859563078
UFC 96: Jackson vs Jardine,2009-03-07,Welterweight,Tamdan McCrory,Ryan Madigan,Tamdan McCrory,KO/TKOElbows,1,3:35,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/31535a79c5959be8,KO,False,False,998.8412776168922,1000.0,1019.521954470936,979.3193231459562
UFC 96: Jackson vs Jardine,2009-03-07,Middleweight,Kendall Grove,Jason Day,Kendall Grove,KO/TKOPunch,1,1:32,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/d9d7e8e9149e61b1,KO,False,False,1039.797048402718,1006.0288949300927,1058.1452879789936,987.6806553538173
UFC 96: Jackson vs Jardine,2009-03-07,Light Heavyweight,Jason Brilz,Tim Boetsch,Jason Brilz,U-DEC,3,5:00,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/39b79764bbac93cb,DEC,False,False,1020.4136035317581,1020.2727382795969,1040.471323824928,1000.2150179864268
UFC 96: Jackson vs Jardine,2009-03-07,Light Heavyweight,Brandon Vera,Michael Patt,Brandon Vera,KO/TKOKicks,2,1:27,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/731a3120fdffa44c,KO,False,False,1034.617072404963,979.3755179385823,1052.5745115014474,961.418078842098
UFC 96: Jackson vs Jardine,2009-03-07,Lightweight,Shane Nelson,Aaron Riley,Shane Nelson,KO/TKOPunch,1,0:44,http://ufcstats.com/event-details/29b5791e51e7e832,http://ufcstats.com/fight-details/21b02cb26307ac0f,KO,False,False,1020.0,984.4886123884027,1038.0624168221639,966.4261955662389
UFC Fight Night: Condit vs Kampmann,2009-04-01,Welterweight,Martin Kampmann,Carlos Condit,Martin Kampmann,S-DEC,3,5:00,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/ae68274ab6f78cd8,DEC,False,True,1070.7098882029259,1000.0,1087.6716126918193,983.0382755111067
UFC Fight Night: Condit vs Kampmann,2009-04-01,Light Heavyweight,Ryan Bader,Carmelo Marrero,Ryan Bader,U-DEC,3,5:00,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/a7d42315236560e9,DEC,False,False,1033.99,983.874733261346,1050.7093696236475,967.1553636376987
UFC Fight Night: Condit vs Kampmann,2009-04-01,Lightweight,Tyson Griffin,Rafael Dos Anjos,Tyson Griffin,U-DEC,3,5:00,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/f1100f1bc6cbb351,DEC,False,False,1056.2448628774418,978.3878206357693,1071.1756561456898,963.4570273675213
UFC Fight Night: Condit vs Kampmann,2009-04-01,Lightweight,Cole Miller,Junie Browning,Cole Miller,SUBGuillotine Choke,1,1:58,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/33e576af1d064e4e,SUB,False,False,1036.4720718501676,1022.0,1056.1435041570837,1002.3285676930839
UFC Fight Night: Condit vs Kampmann,2009-04-01,Lightweight,Gleison Tibau,Jeremy Stephens,Gleison Tibau,U-DEC,3,5:00,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/9c7a67ce1d6a01f9,DEC,False,False,1023.0684599636545,1005.3182590673821,1041.9176637104717,986.4690553205647
UFC Fight Night: Condit vs Kampmann,2009-04-01,Middleweight,Rob Kimmons,Joe Vedepo,Rob Kimmons,SUBGuillotine Choke,1,1:54,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/a561360edf66ee6f,SUB,False,False,997.0162307333491,977.7093511235428,1016.2132658630185,958.5123159938732
UFC Fight Night: Condit vs Kampmann,2009-04-01,Welterweight,Brock Larson,Jesse Sanders,Brock Larson,SUBRear Naked Choke,1,2:01,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/47e17513aae45a95,SUB,False,False,1001.3615227812477,1000.0,1021.8668276472118,979.4946951340359
UFC Fight Night: Condit vs Kampmann,2009-04-01,Middleweight,Tim Credeur,Nick Catone,Tim Credeur,SUBGuillotine Choke,2,3:45,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/c642640db89fb033,SUB,False,False,1042.6755333333333,1022.0,1063.2290542115336,1001.4464791217997
UFC Fight Night: Condit vs Kampmann,2009-04-01,Middleweight,Jorge Rivera,Nissen Osterneck,Jorge Rivera,S-DEC,3,5:00,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/4cffb137402f7bb0,DEC,False,False,986.9193612628286,1000.0,1007.8077165909367,979.1116446718918
UFC Fight Night: Condit vs Kampmann,2009-04-01,Middleweight,Aaron Simpson,Tim McKenzie,Aaron Simpson,KO/TKOPunches,1,1:40,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/ddc233f8ca7c05aa,KO,False,False,1000.0,1000.0,1020.6,979.4
UFC Fight Night: Condit vs Kampmann,2009-04-01,Middleweight,Ricardo Almeida,Matt Horwich,Ricardo Almeida,U-DEC,3,5:00,http://ufcstats.com/event-details/04d5718ed2661e8c,http://ufcstats.com/fight-details/4b9203b86f0aa870,DEC,False,False,982.4417041850304,981.4709960474199,1002.3145850260212,961.5981152064292
UFC 97: Redemption,2009-04-18,Light Heavyweight,Mauricio Rua,Chuck Liddell,Mauricio Rua,KO/TKOPunch,1,4:28,http://ufcstats.com/event-details/1652f3213655b935,http://ufcstats.com/fight-details/d29dd21d8881a0e0,KO,False,False,1009.7190762420219,1160.269125779752,1042.2070114498827,1127.781190571891
